model,step,objective,reconstruction,mgw_squared
s2_gw,1400.0,0.013486906886100769,0.007460420485585928,0.017218532040715218
s2_gw,1450.0,0.013494700193405151,0.007517812307924032,0.017076823860406876
s2_gw,1500.0,0.013188907876610756,0.007437270600348711,0.016433248296380043
t2_recon,1.0,0.2376217246055603,0.2376217246055603,0.40381109714508057
t2_recon,50.0,0.027579113841056824,0.027579113841056824,0.43465280532836914
t2_recon,100.0,0.02182774245738983,0.02182774245738983,0.173737034201622
t2_recon,150.0,0.014523740857839584,0.014523740857839584,0.08103352785110474
t2_recon,200.0,0.012273794040083885,0.012273794040083885,0.05021846294403076
t2_recon,250.0,0.010726711712777615,0.010726711712777615,0.03687883913516998
t2_recon,300.0,0.010230896063148975,0.010230896063148975,0.03957139328122139
t2_recon,350.0,0.009715395048260689,0.009715395048260689,0.030098235234618187
t2_recon,400.0,0.00913906842470169,0.00913906842470169,0.03281424567103386
t2_recon,450.0,0.009267523884773254,0.009267523884773254,0.03324156627058983
t2_recon,500.0,0.00906545389443636,0.00906545389443636,0.03529750928282738
t2_recon,550.0,0.008888965472579002,0.008888965472579002,0.03691227734088898
t2_recon,600.0,0.00862868968397379,0.00862868968397379,0.03589740768074989
t2_recon,650.0,0.008056063205003738,0.008056063205003738,0.03725452721118927
t2_recon,700.0,0.008034945465624332,0.008034945465624332,0.030770843848586082
t2_recon,750.0,0.008861972019076347,0.008861972019076347,0.035028863698244095
t2_recon,800.0,0.007881524972617626,0.007881524972617626,0.03495307266712189
t2_recon,850.0,0.007864808663725853,0.007864808663725853,0.03503275290131569
t2_recon,900.0,0.0078721409663558,0.0078721409663558,0.03856036439538002
t2_recon,950.0,0.0079491613432765,0.0079491613432765,0.031618937849998474
t2_recon,1000.0,0.007854041643440723,0.007854041643440723,0.03159986808896065
t2_recon,1050.0,0.007499047555029392,0.007499047555029392,0.03157620504498482
t2_recon,1100.0,0.007881777361035347,0.007881777361035347,0.029669571667909622
t2_recon,1150.0,0.007465022150427103,0.007465022150427103,0.030653605237603188
t2_recon,1200.0,0.007539698854088783,0.007539698854088783,0.02998153679072857
t2_recon,1250.0,0.0070549845695495605,0.0070549845695495605,0.03358498960733414
t2_recon,1300.0,0.007506011985242367,0.007506011985242367,0.03220855072140694
t2_recon,1350.0,0.007142884656786919,0.007142884656786919,0.03230297192931175
t2_recon,1400.0,0.006947719492018223,0.006947719492018223,0.02969680167734623
t2_recon,1450.0,0.007104089483618736,0.007104089483618736,0.03525445610284805
t2_recon,1500.0,0.0072989994660019875,0.0072989994660019875,0.03371860086917877
t2_gw,1.0,0.23243267834186554,0.23243267834186554,0.4300467371940613
t2_gw,50.0,0.026701215654611588,0.026701215654611588,0.40737032890319824
t2_gw,100.0,0.023241408169269562,0.023241408169269562,0.3753207325935364
t2_gw,150.0,0.017266517505049706,0.017266517505049706,0.11089072376489639
t2_gw,200.0,0.014344689436256886,0.012961480766534805,0.027664171531796455
t2_gw,250.0,0.014372116886079311,0.012058813124895096,0.023133033886551857
t2_gw,300.0,0.012553300708532333,0.010070061311125755,0.016554931178689003
t2_gw,350.0,0.012327092699706554,0.009726008400321007,0.013005420565605164
t2_gw,400.0,0.012600773014128208,0.009173170663416386,0.013710410334169865
t2_gw,450.0,0.013372079469263554,0.009104041382670403,0.014226793311536312
t2_gw,500.0,0.01459767296910286,0.009259931743144989,0.01525068748742342
t2_gw,550.0,0.0149738360196352,0.008998203091323376,0.017073236405849457
t2_gw,600.0,0.013724754564464092,0.008859876543283463,0.013899651356041431
t2_gw,650.0,0.013966781087219715,0.008782647550106049,0.014811810106039047
t2_gw,700.0,0.013490503653883934,0.008226102218031883,0.015041147358715534
t2_gw,750.0,0.013150453567504883,0.008529636077582836,0.013202337548136711
t2_gw,800.0,0.01339210569858551,0.008371406234800816,0.014344856142997742
t2_gw,850.0,0.012546307407319546,0.00813474040478468,0.012604476884007454
t2_gw,900.0,0.012220213189721107,0.007698019500821829,0.012920554727315903
t2_gw,950.0,0.01299880538135767,0.00812460482120514,0.013926288112998009
t2_gw,1000.0,0.013606151565909386,0.00795993022620678,0.016132060438394547
t2_gw,1050.0,0.012887982651591301,0.007882126607000828,0.014302447438240051
t2_gw,1100.0,0.013297267258167267,0.00799163430929184,0.01515895128250122
t2_gw,1150.0,0.012813150882720947,0.007593176327645779,0.014914211817085743
t2_gw,1200.0,0.012710965238511562,0.007841948419809341,0.013911477290093899
t2_gw,1250.0,0.012731745839118958,0.00759569788351655,0.014674421399831772
t2_gw,1300.0,0.012502225115895271,0.007636106573045254,0.013903195969760418
t2_gw,1350.0,0.012883753515779972,0.007977697998285294,0.014017301611602306
t2_gw,1400.0,0.012508178129792213,0.007466896437108517,0.014403662644326687
t2_gw,1450.0,0.013746864162385464,0.007735037244856358,0.01717664860188961
t2_gw,1500.0,0.012601492926478386,0.007531169336289167,0.014486640691757202
