dataset,pair_count,straight_excess_median,straight_excess_q25,straight_excess_q75,straight_excess_bootstrap_ci_low,straight_excess_bootstrap_ci_high,straight_excess_max,student_path_error_median,student_path_error_max,resolution_gap_max,minimum_normalized_boundary_clearance,minimum_teacher_metric_eigenvalue,maximum_teacher_metric_condition_number
MNIST,100,0.006022800515855686,0.0018436181150413011,0.015996514554404373,0.004276035851607171,0.007590778430027366,0.10904297547874697,0.0010612861459537992,0.0036096778698858634,1.0679567610250018e-06,0.04998504706181224,3.293714021243723,6.301709686099979
