model,true_torus_distance,learned_distance
r2_gw,0.5779767632484436,0.6576389670372009
r2_gw,0.8135715126991272,0.6096510291099548
r2_gw,0.7757337093353271,0.46761706471443176
r2_gw,0.6151225566864014,0.6670306324958801
r2_gw,0.2568321228027344,0.3136070668697357
r2_gw,0.5626358985900879,0.7237259149551392
r2_gw,0.8098394274711609,0.6044710278511047
r2_gw,0.5220534801483154,0.21676021814346313
r2_gw,0.6728684306144714,0.6825318336486816
r2_gw,0.772456169128418,0.661663830280304
r2_gw,0.1543281525373459,0.27470314502716064
r2_gw,0.49953678250312805,0.26575806736946106
r2_gw,0.7062636613845825,0.07209396362304688
r2_gw,0.5835733413696289,0.6553241014480591
r2_gw,0.5843530893325806,0.5562713742256165
r2_gw,0.8042258620262146,0.7754868268966675
r2_gw,0.77524733543396,0.8222426176071167
r2_gw,0.45198091864585876,0.5202218294143677
r2_gw,0.5024523735046387,0.5797321200370789
r2_gw,0.4551995098590851,0.2681068480014801
r2_gw,0.6573696136474609,0.5558767914772034
r2_gw,0.8829850554466248,0.7358684539794922
r2_gw,0.47244611382484436,0.06798302382230759
r2_gw,0.7275949120521545,0.6738455891609192
r2_gw,0.6167619228363037,0.319455087184906
r2_gw,0.2206103503704071,0.19952216744422913
r2_gw,0.9227129817008972,0.6208886504173279
r2_gw,0.8327710032463074,0.6077055335044861
r2_gw,0.6799767017364502,0.684964120388031
r2_gw,0.46098390221595764,0.6225287914276123
r2_gw,0.30273404717445374,0.11501304060220718
r2_gw,0.6745871305465698,0.6949264407157898
r2_gw,0.5370347499847412,0.4093921184539795
r2_gw,0.29679712653160095,0.37232983112335205
r2_gw,0.2540301978588104,0.2546115517616272
r2_gw,0.5647794604301453,0.6078017354011536
r2_gw,0.566900372505188,0.4383309781551361
r2_gw,0.43545374274253845,0.3854699432849884
r2_gw,0.6882427930831909,0.7557957768440247
r2_gw,0.6834532618522644,0.560961902141571
r2_gw,0.8041732907295227,0.6632061004638672
r2_gw,0.7216653823852539,0.6195670366287231
r2_gw,0.25453728437423706,0.044062308967113495
r2_gw,0.306021511554718,0.4141465723514557
r2_gw,0.6786901950836182,0.677087128162384
r2_gw,0.4946141242980957,0.3556852340698242
r2_gw,0.8443224430084229,0.6070963144302368
r2_gw,0.7415903210639954,0.6467228531837463
r2_gw,0.21570108830928802,0.2277248203754425
r2_gw,0.7216727137565613,0.40664201974868774
r2_gw,0.665178656578064,0.6161730289459229
r2_gw,0.34578996896743774,0.31062743067741394
r2_gw,0.6827101707458496,0.45302408933639526
r2_gw,0.5211241841316223,0.5922060012817383
r2_gw,0.331278920173645,0.3425358235836029
r2_gw,0.09654825180768967,0.18839918076992035
r2_gw,0.35855159163475037,0.24241265654563904
r2_gw,0.5627925992012024,0.4213019609451294
r2_gw,0.2650490999221802,0.06925271451473236
r2_gw,0.6735466718673706,0.6342471241950989
r2_gw,0.4475177824497223,0.46835896372795105
r2_gw,0.4522004723548889,0.06263349205255508
r2_gw,0.8915619254112244,0.6968167424201965
r2_gw,0.586453378200531,0.6023102402687073
r2_gw,0.5561986565589905,0.3671063184738159
r2_gw,0.473103404045105,0.5551629662513733
r2_gw,0.6204755902290344,0.6395202279090881
r2_gw,0.6128935217857361,0.6385511755943298
r2_gw,0.7719709873199463,0.6374402642250061
r2_gw,0.07450465857982635,0.007764670066535473
r2_gw,0.6334542036056519,0.25763052701950073
r2_gw,0.12673240900039673,0.12402836978435516
r2_gw,0.8782995343208313,0.6040095686912537
r2_gw,0.7682880163192749,0.5200185775756836
r2_gw,0.17622022330760956,0.006348243448883295
r2_gw,0.6536279320716858,0.6885221004486084
r2_gw,0.5786135792732239,0.7073118090629578
r2_gw,0.052114494144916534,0.09355448931455612
r2_gw,0.7412174344062805,0.6007550954818726
r2_gw,0.7711828351020813,0.4794626533985138
r2_gw,0.9010748863220215,0.6493232250213623
r2_gw,0.7214154005050659,0.6275715827941895
r2_gw,0.64043790102005,0.3250415027141571
r2_gw,0.8032830357551575,0.5371320843696594
r2_gw,0.47748497128486633,0.5652703642845154
r2_gw,0.5032391548156738,0.47795429825782776
r2_gw,0.6931263208389282,0.12784750759601593
r2_gw,0.7235540747642517,0.6525704264640808
r2_gw,0.5611284971237183,0.5882057547569275
r2_gw,0.1242193877696991,0.1908956617116928
r2_gw,0.2240803986787796,0.1559881716966629
