target_x,target_y,target_z,width_4_x,width_4_y,width_4_z,width_16_x,width_16_y,width_16_z,width_64_x,width_64_y,width_64_z
0.9057145088,0.423734146,-0.01142812761,1,-0.3966280108,0.5723487778,1,-0.3867207355,0.6129062817,1,-0.3026044571,0.562539262
0.8866966005,0.4583917558,0.0603832491,1,0.3441627218,0.1688293948,1,0.3205358229,0.1865076864,1,0.5115431583,0.122726235
0.8184449916,-0.3709454001,0.4388021261,1,-0.2577511653,0.4828979685,1,-0.2313535412,0.4967970987,1,-0.2244869779,0.5304517277
0.8366083414,-0.3529511458,-0.4189414897,1,0.2721666845,-0.4409219403,1,0.2566851094,-0.4490616378,1,0.2441654397,-0.3907735647
0.7888064498,-0.2173710823,0.5749210357,1,0.3484256841,-0.2132805809,1,0.3186705499,-0.2000331847,1,0.4939347302,-0.01763952373
0.8627709497,-0.1751648699,-0.4742821488,1,0.3491209095,-0.6886916125,1,0.3612921666,-0.7394813092,1,0.2849905097,-0.5621291079
0.840983104,-0.2205658083,-0.4940628938,1,-0.1876830667,-0.0238520407,1,-0.165928456,-0.03174120146,1,-0.2899758042,0.05471105407
0.8327180515,0.5532853299,-0.02135393201,1,0.4226733085,0.8052854832,1,0.4254350158,0.7621745893,1,0.3511118483,0.6183583262
0.8820699514,0.4708113464,0.01700814399,1,0.05330238415,-0.3287979943,1,0.03128396,-0.3088079211,1,-0.1516922632,-0.4943148625
0.8103122253,-0.3864206444,0.44053738,1,-0.1013916443,0.2705738852,1,-0.06995353416,0.2596886945,1,-0.1469936193,0.4334346471
0.8118642515,0.5812799917,-0.05468096968,1,0.07077226564,0.499162413,1,0.09619706219,0.4844410373,1,0.03373778969,0.5193526045
0.8456876868,0.5128927194,0.1474903208,1,-0.5452529235,-0.3792762239,1,-0.5102023718,-0.3607099331,1,-0.3437979027,-0.4958246143
0.8890917732,-0.2062378594,-0.4086340224,1,0.1523780131,-0.2254701469,1,0.1213670101,-0.2055347659,1,0.0588044384,-0.3352207453
0.829730395,-0.3084930659,0.4651660993,1,-0.1483448248,0.06838565152,1,-0.124314637,0.05847462096,1,-0.2764951951,0.2947437339
0.8489678748,-0.2627119199,-0.4585149885,1,-0.1317849087,-0.01245758146,1,-0.1158000348,-0.01747261998,1,-0.2101902078,0.06091769271
0.8826403987,-0.2175312865,-0.4166846122,1,-0.1481321362,-0.4301966846,1,-0.1462374511,-0.4072796042,1,-0.2249909267,-0.5313757724
0.8219028373,-0.2693211435,-0.5019380915,1,0.2835071956,0.4414202483,1,0.2846531949,0.4321073843,1,0.4262267615,0.2775328138
0.8291002937,-0.3411475157,-0.4429571939,1,-0.3231857418,-0.4939024222,1,-0.2968381749,-0.4685794915,1,-0.2667873031,-0.5585830599
0.851586716,0.5240936999,-0.0112186835,1,0.03415577653,0.7890602546,1,0.04868134733,0.7850150715,1,-0.07199382959,0.66854414
0.8506780441,-0.3108931057,-0.4239013354,1,-0.3142850936,-0.2873497544,1,-0.2905800317,-0.2802674433,1,-0.2534661455,-0.5025554056
0.8564817175,-0.2120004039,0.470632443,1,0.1637107791,-0.2664910108,1,0.13341801,-0.2482397465,1,0.02995473901,-0.3861948656
