model,true_so3_distance,learned_distance
r3_gw,0.8759333491325378,0.39664092659950256
r3_gw,0.9489220976829529,0.531898021697998
r3_gw,0.6472068428993225,0.5554983615875244
r3_gw,0.9809627532958984,0.6190140843391418
r3_gw,0.7683575749397278,0.49822384119033813
r3_gw,0.7906612157821655,0.5263357162475586
r3_gw,0.4848853349685669,0.08754833042621613
r3_gw,0.48110273480415344,0.4915083646774292
r3_gw,0.847891092300415,0.6492584347724915
r3_gw,0.8432602882385254,0.4901375472545624
r3_gw,0.5923207998275757,0.5225759148597717
r3_gw,0.8296535015106201,0.4988314211368561
r3_gw,0.5711817741394043,0.4907562732696533
r3_gw,0.39658573269844055,0.22991955280303955
r3_gw,0.7983784079551697,0.6732510924339294
r3_gw,0.7126903533935547,0.6830319166183472
r3_gw,0.8628129959106445,0.7279359102249146
r3_gw,0.9186667203903198,0.7376294732093811
r3_gw,0.6672817468643188,0.2789348363876343
r3_gw,0.824995219707489,0.6428321599960327
r3_gw,0.4176962673664093,0.2142823487520218
r3_gw,0.7153903245925903,0.4279770255088806
r3_gw,0.33214128017425537,0.43757060170173645
r3_gw,0.687188982963562,0.488716185092926
r3_gw,0.4985423684120178,0.19091497361660004
r3_gw,0.9332107901573181,0.6668895483016968
r3_gw,0.9770593047142029,0.507863461971283
r3_gw,0.5753567218780518,0.4790631830692291
r3_gw,0.7322401404380798,0.4847775399684906
r3_gw,0.6303389072418213,0.5913217067718506
r3_gw,0.6813732981681824,0.4462301433086395
r3_gw,0.624312698841095,0.35919642448425293
r3_gw,0.3704897463321686,0.31809061765670776
r3_gw,0.7069509029388428,0.6494849920272827
r3_gw,0.6177825331687927,0.2993045151233673
r3_gw,0.5482407212257385,0.49390581250190735
r3_gw,0.8921900391578674,0.5726990699768066
r3_gw,0.6716353893280029,0.5692732930183411
r3_gw,0.8129404187202454,0.5427323579788208
r3_gw,0.8776857852935791,0.6268497109413147
r3_gw,0.8090731501579285,0.6347663402557373
r3_gw,0.5014213919639587,0.11408066004514694
r3_gw,0.5402689576148987,0.43878546357154846
r3_gw,0.5011109709739685,0.5760079026222229
r3_gw,0.7827709317207336,0.5763349533081055
r3_gw,0.7952598333358765,0.08744103461503983
r3_gw,0.4491158127784729,0.04692647233605385
r3_gw,0.9497506618499756,0.7563389539718628
r3_gw,0.9204239845275879,0.48068732023239136
r3_gw,0.40803948044776917,0.4411498010158539
r3_gw,0.9657811522483826,0.6649336218833923
r3_gw,0.427747517824173,0.36819741129875183
r3_gw,0.9319135546684265,0.4166831970214844
r3_gw,0.5818735361099243,0.43757548928260803
r3_gw,0.35590943694114685,0.4616784453392029
r3_gw,0.3957231342792511,0.18056586384773254
r3_gw,0.9142358899116516,0.6567875742912292
r3_gw,0.6154851913452148,0.5229070782661438
r3_gw,0.9259792566299438,0.16670997440814972
r3_gw,0.4587474763393402,0.34957563877105713
r3_gw,0.85506272315979,0.6902812719345093
r3_gw,0.7865790724754333,0.5104789137840271
r3_gw,0.7499427795410156,0.5900980234146118
r3_gw,0.7032632231712341,0.638696551322937
r3_gw,0.8313680291175842,0.1208731159567833
r3_gw,0.8084397315979004,0.4217410087585449
r3_gw,0.7545498609542847,0.6542226672172546
r3_gw,0.9707233309745789,0.4819212257862091
r3_gw,0.9539369940757751,0.5525954961776733
r3_gw,0.8691333532333374,0.5722520351409912
r3_gw,0.05236499011516571,0.12365708500146866
r3_gw,0.9624388217926025,0.7789232134819031
r3_gw,0.642402708530426,0.6019840240478516
r3_gw,0.5799397230148315,0.41751593351364136
r3_gw,0.9834977388381958,0.07909704744815826
r3_gw,0.9246200323104858,0.5061601996421814
r3_gw,0.730480432510376,0.30417636036872864
r3_gw,0.34269723296165466,0.45405060052871704
r3_gw,0.7384925484657288,0.6468560695648193
r3_gw,0.970037043094635,0.6912015080451965
r3_gw,0.8161040544509888,0.5793601274490356
r3_gw,0.9809113144874573,0.6793237924575806
r3_gw,0.8340268731117249,0.6511497497558594
r3_gw,0.7335705757141113,0.6444769501686096
r3_gw,0.2327495813369751,0.19286030530929565
r3_gw,0.8309088945388794,0.6757909059524536
r3_gw,0.5561853051185608,0.12865951657295227
r3_gw,0.4997926950454712,0.23107096552848816
r3_gw,0.9691948890686035,0.6614327430725098
r3_gw,0.7667944431304932,0.6356194019317627
r3_gw,0.8059453964233398,0.5116243362426758
r3_gw,0.6825497150421143,0.4022715985774994
r3_gw,0.4590400159358978,0.31156909465789795
r3_gw,0.83851158618927,0.6875143051147461
r3_gw,0.6655645966529846,0.6675227284431458
r3_gw,0.8682575225830078,0.5050217509269714
r3_gw,0.7474684119224548,0.5237930417060852
r3_gw,0.8140208125114441,0.4427494406700134
r3_gw,0.4587917923927307,0.3835006356239319
r3_gw,0.5914498567581177,0.6062933802604675
r3_gw,0.5812878608703613,0.2551799714565277
r3_gw,0.7449342012405396,0.3750210106372833
r3_gw,0.8982759714126587,0.7748774886131287
r3_gw,0.6824997067451477,0.5594770908355713
r3_gw,0.7729180455207825,0.3407934010028839
r3_gw,0.730362594127655,0.6514384150505066
r3_gw,0.6977227926254272,0.6188422441482544
r3_gw,0.7974584102630615,0.7176989316940308
r3_gw,0.8775695562362671,0.5182624459266663
r3_gw,0.851966142654419,0.6515598893165588
r3_gw,0.9391992688179016,0.4329313039779663
r3_gw,0.39950746297836304,0.5256601572036743
r3_gw,0.9931232333183289,0.23096603155136108
r3_gw,0.9957023859024048,0.7374869585037231
r3_gw,0.8114511370658875,0.6356797814369202
