method,rank,head_parameters,decoder_parameters,vae_parameters,teacher_head_parameters,head_compression,teacher_output_rmse,worst_local_length_distortion,p95_local_length_distortion,pass_5_percent,teacher_triplet_agreement,reconstruction_mse,reconstruction_psnr,minimum_teacher_metric_eigenvalue,weighted_svd_next_singular_value,geometry_covariance_multiplier,geometry_trace_weight,seed,teacher_epochs,teacher_train_examples,covariance_sample_count,metric_sample_count,reconstruction_sample_count
value,27,23680,28032,137028,50960,2.152027027027027,0.0002663473601446767,0.0013236788959104517,0.00023774016412495547,True,1.0,0.047930369238605,13.193892253443067,3.188252029393138,0.0034263842534586935,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,28,24528,28880,137876,50960,2.077625570776256,0.00023680067651417848,0.0012827476102900137,0.00021570428941630184,True,1.0,0.04793038833473384,13.193890523153513,3.188252029393138,0.0032291775302346597,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,29,25376,29728,138724,50960,2.0081967213114753,0.00020859212127893339,0.0010870123045597646,0.0001744489375117897,True,1.0,0.04793038562902842,13.193890768315926,3.188252029393138,0.002615277833446242,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,30,26224,30576,139572,50960,1.9432580841976814,0.00018694714195448956,0.0010141421945439877,0.00014929559848831373,True,1.0,0.04793026357410624,13.193901827656674,3.188252029393138,0.002470622132901857,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,31,27072,31424,140420,50960,1.882387706855792,0.00016061494625152506,0.0005257391261944688,0.00011473067789353187,True,1.0,0.04793021015595104,13.193906667860176,3.188252029393138,0.0022416918570007547,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,32,27920,32272,141268,50960,1.825214899713467,0.00014043052892470133,0.0004925118883508661,0.00010189655180392035,True,1.0,0.04793015704790985,13.193911479969687,3.188252029393138,0.0018347485654139262,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,33,28768,33120,142116,50960,1.771412680756396,0.00012359377215368335,0.0004722702585753247,7.85495892493101e-05,True,1.0,0.04793012692730309,13.193914209194503,3.188252029393138,0.0017061293036537085,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,34,29616,33968,142964,50960,1.7206915180983253,0.00010657058342286954,0.000329318643181975,6.449568835756311e-05,True,1.0,0.04793011716615376,13.193915093651524,3.188252029393138,0.0015610221142433928,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,35,30464,34816,143812,50960,1.6727941176470589,9.326780721544934e-05,0.0003202297474172999,4.634917942179515e-05,True,1.0,0.047930111402989556,13.193915615851493,3.188252029393138,0.0011607969613585693,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,36,31312,35664,144660,50960,1.627491057741441,8.566096989448263e-05,0.00032014134368618663,4.017927286648071e-05,True,1.0,0.0479300950316752,13.193917099255659,3.188252029393138,0.0011484859899232546,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,37,32160,36512,145508,50960,1.5845771144278606,7.632473039869762e-05,0.00023455143150363789,3.372410146349473e-05,True,1.0,0.04793007893883232,13.19391855742803,3.188252029393138,0.0010107580717955377,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,38,33008,37360,146356,50960,1.5438681531749878,6.904647303443342e-05,0.0002333943330401489,3.137851692390775e-05,True,1.0,0.04793008224171409,13.193918258153898,3.188252029393138,0.0009685215538314968,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
value,39,33856,38208,147204,50960,1.5051984877126654,6.020630579756852e-05,0.0001991808614523194,2.4769466096113948e-05,True,1.0,0.047930085187410904,13.193917991244316,3.188252029393138,0.0008633836428145216,4.978490794716959,4.0,20260730,12,30000,4096,1536,4000
