x,y,z
0.0364796922,0,1.009347536
-0.06136950212,-0.05621949105,1.022759064
0.01212628002,0.09995455572,1.013703869
0.07496846557,-0.09551254912,1.002462671
-0.1421785509,0.01768334541,1.019690699
0.1295537175,0.08190945684,0.9926984722
-0.04713436235,-0.1642745201,1.00292
-0.08135148393,0.1721980497,1.015633143
0.1796445712,-0.06546753247,0.9837382301
-0.1886968732,-0.07891503465,0.9880870182
0.09077908691,0.2008407438,0.9973146674
0.07159247279,-0.2122151909,1.003066568
-0.2122444573,0.1056942984,1.022162464
0.2360056939,0.05176141147,0.9736563635
-0.1444206509,-0.205054273,0.9714021035
-0.03279961826,0.2606583792,0.976809249
0.2064597211,-0.1717280969,0.9789415414
-0.2786065802,-0.01541919522,0.980656669
0.203520036,0.1989570409,0.9794673917
-0.01908436481,-0.2944313702,0.9815752609
-0.1888420888,0.2425684059,0.9901179395
0.3027102448,-0.04051278781,0.9617242665
-0.255233957,-0.1776281953,0.9513437849
0.06979891311,0.3111818359,0.9518840607
0.1642305029,-0.2852135496,0.9562189581
-0.3255658124,0.1023293275,0.962273656
0.3090270218,0.1412101513,0.9605943227
-0.1346888145,-0.3183905048,0.9493763928
-0.1176203242,0.3334143164,0.9494621081
0.319809508,-0.1725764733,0.9535274452
-0.3518792766,-0.09485282799,0.9464710342
0.1986531509,0.3144699868,0.9457722213
0.06950312608,-0.3749940434,0.9492678476
-0.3151482702,0.2340326758,0.9547275732
0.3855909004,0.03160372653,0.9468985911
-0.2645622853,-0.2858165521,0.9259603143
0.001937078479,0.3935329885,0.9198960587
0.2684415677,-0.2960603394,0.9194497498
-0.4058949794,0.03795991608,0.9218781648
0.3329679617,0.2517863932,0.9259069114
-0.07800468118,-0.4216805739,0.9308163438
-0.2216782076,0.3670241306,0.9392129849
0.4144719395,-0.1118410079,0.9417323564
-0.3837157209,-0.1981451233,0.9168686968
0.1505975973,0.4083265381,0.9082388997
0.1668265308,-0.4074900351,0.905866106
-0.4047474938,0.1901462564,0.9067776299
0.4347126247,0.1367659261,0.9095853159
-0.2320292922,-0.3925970352,0.9106777877
-0.09516228276,0.4489146238,0.9002750212
0.3770029787,-0.2693309322,0.8965549247
-0.4660555323,-0.05625880706,0.8963936044
0.3114776615,0.3614795509,0.8983287883
0.01328138082,-0.4862225237,0.901528661
-0.3442664112,0.3585344216,0.9054627379
0.5078370747,-0.03485219006,0.9097657938
-0.3776799318,-0.3124536337,0.8937693078
0.067680773,0.4860369959,0.8787472598
0.2794403864,-0.4057850099,0.8715724854
-0.4836756549,0.1112795781,0.8687055467
0.4363542166,0.247316989,0.8684843505
-0.1566545908,-0.4836575824,0.8699603149
-0.2148529821,0.469918326,0.8725265093
0.4849073641,-0.2048834122,0.8757637487
-0.5062173282,-0.1805074727,0.8793660241
0.2444627532,0.4683186825,0.8796699487
0.1367269915,-0.5136324046,0.8722079587
-0.451835771,0.2885296443,0.8689908001
0.5337908603,0.09444238912,0.8683756447
-0.3330564262,-0.4369706838,0.8694232213
-0.04111874065,0.5415293151,0.8595098255
0.3969186836,-0.3716356694,0.8489141036
-0.545760768,0.005704158221,0.8432703677
0.4089177219,0.3667942561,0.8407476521
-0.05451033357,-0.551630822,0.8402974928
-0.3358737789,0.4490145197,0.8412468651
0.5584748036,-0.1063683785,0.8431295079
-0.4918595818,-0.302786612,0.8456040971
0.1524163786,0.5519920746,0.8480170192
0.2599003357,-0.5102035623,0.8353324289
-0.5372392692,0.2014180499,0.8279791742
0.5346115081,0.2152200939,0.824028181
-0.2504048455,-0.5234521791,0.8223731123
-0.1708858678,0.5601093745,0.8223027214
0.5104275016,-0.3004023172,0.8233235557
-0.5868796915,-0.1257996647,0.8250739014
0.3548301531,0.4856656803,0.8284521083
0.06627158286,-0.6027179416,0.8266660311
-0.459814534,0.4045739489,0.8263865013
0.6196848849,0.01078351786,0.8271323558
-0.4572325051,-0.4308678221,0.8285508221
0.03483029516,0.6148749216,0.8260079356
0.3886340602,-0.4754283029,0.8094310705
-0.6069313483,0.08781608612,0.7989187706
0.5071766283,0.3455381127,0.7923520943
-0.1409437023,-0.5991247102,0.7885133488
-0.3022967483,0.5397169636,0.7866180992
0.5916930172,-0.1952167487,0.7861210243
-0.5734401103,-0.2580098838,0.786621623
0.251437936,0.5839717364,0.7878131898
0.2115993439,-0.6082366829,0.7894529262
-0.5750119245,0.310171589,0.7913433305
0.6258121659,0.162467286,0.7911065526
-0.3531409014,-0.5446012607,0.7866686464
-0.1084043996,0.6437184378,0.7841566153
0.519048622,-0.4038844258,0.7830297442
-0.6555941794,-0.04490397109,0.7841613612
0.4527906981,0.4765350447,0.7758217314
-0.01168687466,-0.6586120106,0.7703997092
-0.4379782135,0.4954498835,0.7670816713
0.6613423488,-0.07016678243,0.765301313
-0.5393899164,-0.3974598835,0.7646422594
0.1312915986,0.6632584247,0.7647853409
0.35398967,-0.5845379834,0.7654776919
-0.6505841376,0.1840490725,0.7633677502
0.6029280469,0.3027414553,0.7532143316
-0.2402334852,-0.6301012365,0.7462920145
-0.248659999,0.6277682044,0.7417345056
0.6092794178,-0.2958778035,0.7389382925
-0.6522788021,-0.1944259363,0.7374592403
0.351771401,0.5879545003,0.7369565977
0.1392420837,-0.6766562678,0.7371601699
-0.5655339025,0.4085212394,0.737849864
0.7007587745,0.08225068606,0.738842308
-0.4665297609,-0.5412305994,0.7399817431
-0.02264532378,0.7241996387,0.7411336159
0.4952826367,-0.5158836186,0.7599072671
-0.7105309905,0.04501526489,0.7426531205
0.5520927514,0.4456482181,0.7303292538
-0.1054286648,-0.7001679779,0.7215245871
-0.3952684285,0.5870407656,0.7153271924
0.6888143975,-0.1658919771,0.7111011344
-0.6216713558,-0.3439407655,0.7083779733
0.2271639041,0.6764705283,0.7067979918
0.2909602303,-0.6562479731,0.7060757292
-0.6626213631,0.2898429345,0.7059784964
0.6906646957,0.2355072674,0.7063123163
-0.3543349235,-0.6465132021,0.7069123511
-0.1790982382,0.7105760093,0.7069277642
0.6125343541,-0.4036843933,0.7019321267
-0.7262105431,-0.1163304753,0.6984833001
0.4585900009,0.5787683526,0.6962186118
0.05354309016,-0.7405318527,0.6948501881
-0.5438890671,0.5128641083,0.6941433355
0.7536243693,-0.009921683761,0.6939023898
-0.5712163251,-0.4942223847,0.6975540592
0.08813299766,0.7535001491,0.6948474005
0.4459133263,-0.6190564789,0.6930251531
-0.7519306557,0.157382231,0.6918551426
0.6493738808,0.3958756378,0.6928522036
-0.2105863517,-0.7273090704,0.680956459
-0.3348686042,0.6764294146,0.6720654327
0.7025474463,-0.2721451545,0.6654907516
-0.7016227978,-0.273750118,0.6607247076
0.3328224592,0.6765236046,0.6573769629
0.2121138654,-0.7255186331,0.655137415
-0.6490888969,0.3932451867,0.6537530398
0.748276118,0.1493332045,0.6530127304
-0.4538898373,-0.619780313,0.65273697
-0.08473375633,0.7697747951,0.6527705599
0.5879610624,-0.5150591493,0.6529773521
-0.7896738154,-0.01767659406,0.6532363396
0.5768697692,0.5528976159,0.6534386911
-0.05620284557,-0.7898375991,0.6655615414
-0.491167691,0.6178216776,0.6552376685
0.7779779976,-0.1228468036,0.6473399978
-0.6557989551,-0.4349697394,0.6413510259
0.1895415896,0.7641088196,0.6368727131
0.3771115811,-0.6926071519,0.6335887235
-0.7481298145,0.2568502983,0.6312408713
0.7283840289,0.3170267958,0.6296136987
-0.3251962289,-0.729590522,0.6285239679
-0.2540773735,0.7629750793,0.6278132598
0.7031275736,-0.3849390735,0.6292255162
