model,step,objective,reconstruction,mgw_squared
s3_gw,150.0,0.033939652144908905,0.033939652144908905,0.6257230043411255
s3_gw,200.0,0.040027767419815063,0.033181268721818924,0.1369299739599228
s3_gw,250.0,0.04139859229326248,0.029959741979837418,0.11438848823308945
s3_gw,300.0,0.0446477085351944,0.02917858585715294,0.10312747210264206
s3_gw,350.0,0.05082247406244278,0.02897392399609089,0.10924273729324341
s3_gw,400.0,0.0553504154086113,0.028814898803830147,0.1061420738697052
s3_gw,450.0,0.061087481677532196,0.029002001509070396,0.10695160180330276
s3_gw,500.0,0.06397801637649536,0.0283806249499321,0.10170683264732361
s3_gw,550.0,0.06324110925197601,0.02794114127755165,0.10085704922676086
s3_gw,600.0,0.06362129747867584,0.027884207665920258,0.10210596770048141
s3_gw,650.0,0.06220850348472595,0.027445929124951363,0.0993216410279274
s3_gw,700.0,0.061007484793663025,0.027282150462269783,0.09635810554027557
s3_gw,750.0,0.06253012269735336,0.0270047876983881,0.10150095820426941
s3_gw,800.0,0.0603780560195446,0.02695554867386818,0.095492884516716
s3_gw,850.0,0.06062867492437363,0.026565127074718475,0.0973244234919548
s3_gw,900.0,0.060868214815855026,0.02682122215628624,0.09727711975574493
s3_gw,950.0,0.06240081042051315,0.02665691263973713,0.10212542861700058
s3_gw,1000.0,0.061886124312877655,0.026531444862484932,0.10101336985826492
s3_gw,1050.0,0.06194467470049858,0.026713777333498,0.10065971314907074
s3_gw,1100.0,0.062251511961221695,0.026549704372882843,0.10200516879558563
s3_gw,1150.0,0.05987647548317909,0.025745786726474762,0.0975162535905838
s3_gw,1200.0,0.06280331313610077,0.02640763856470585,0.10398764163255692
s3_gw,1250.0,0.060515500605106354,0.02588425576686859,0.09894641488790512
s3_gw,1300.0,0.06035294383764267,0.025840086862444878,0.09860815852880478
s3_gw,1350.0,0.06113438308238983,0.02603911980986595,0.10027217864990234
s3_gw,1400.0,0.06028534471988678,0.02593083307147026,0.09815574437379837
s3_gw,1450.0,0.06258418411016464,0.026031143963336945,0.10443726181983948
s3_gw,1500.0,0.0615864060819149,0.02572350576519966,0.1024654358625412
so3_recon,1.0,0.22505177557468414,0.22505177557468414,0.5788341760635376
so3_recon,50.0,0.03825504705309868,0.03825504705309868,0.6200927495956421
so3_recon,100.0,0.03498454391956329,0.03498454391956329,0.6161319017410278
so3_recon,150.0,0.03445445001125336,0.03445445001125336,0.6184403896331787
so3_recon,200.0,0.03350679576396942,0.03350679576396942,0.5925565361976624
so3_recon,250.0,0.033291082829236984,0.033291082829236984,0.5847973227500916
so3_recon,300.0,0.03187290579080582,0.03187290579080582,0.27578070759773254
so3_recon,350.0,0.03077717311680317,0.03077717311680317,0.24301950633525848
so3_recon,400.0,0.029993649572134018,0.029993649572134018,0.13089649379253387
so3_recon,450.0,0.028778232634067535,0.028778232634067535,0.11253082752227783
so3_recon,500.0,0.028656860813498497,0.028656860813498497,0.09809432178735733
so3_recon,550.0,0.028272803872823715,0.028272803872823715,0.10193940997123718
so3_recon,600.0,0.02791132777929306,0.02791132777929306,0.07960737496614456
so3_recon,650.0,0.027769433334469795,0.027769433334469795,0.08292604982852936
so3_recon,700.0,0.027746211737394333,0.027746211737394333,0.07752316445112228
so3_recon,750.0,0.02738536149263382,0.02738536149263382,0.0649833083152771
so3_recon,800.0,0.02705772966146469,0.02705772966146469,0.06613629311323166
so3_recon,850.0,0.026707811281085014,0.026707811281085014,0.06337916851043701
so3_recon,900.0,0.026788994669914246,0.026788994669914246,0.060455288738012314
so3_recon,950.0,0.026330014690756798,0.026330014690756798,0.05686603859066963
so3_recon,1000.0,0.026004649698734283,0.026004649698734283,0.05616693198680878
so3_recon,1050.0,0.026151100173592567,0.026151100173592567,0.05669008195400238
so3_recon,1100.0,0.02535383403301239,0.02535383403301239,0.05459389463067055
so3_recon,1150.0,0.025592602789402008,0.025592602789402008,0.052809905260801315
so3_recon,1200.0,0.02527306228876114,0.02527306228876114,0.054183170199394226
so3_recon,1250.0,0.024956604465842247,0.024956604465842247,0.05285629630088806
so3_recon,1300.0,0.025292659178376198,0.025292659178376198,0.054663415998220444
so3_recon,1350.0,0.024731643497943878,0.024731643497943878,0.053957484662532806
so3_recon,1400.0,0.02464260905981064,0.02464260905981064,0.05521262809634209
so3_recon,1450.0,0.02491007000207901,0.02491007000207901,0.05488584563136101
so3_recon,1500.0,0.024720383808016777,0.024720383808016777,0.05831451341509819
so3_gw,1.0,0.2249484360218048,0.2249484360218048,0.5965448617935181
so3_gw,50.0,0.03900834172964096,0.03900834172964096,0.6126782298088074
so3_gw,100.0,0.03495526313781738,0.03495526313781738,0.605018138885498
so3_gw,150.0,0.03413273021578789,0.03413273021578789,0.550661563873291
so3_gw,200.0,0.03704798221588135,0.032293133437633514,0.09509700536727905
so3_gw,250.0,0.03609313443303108,0.030596882104873657,0.054962530732154846
so3_gw,300.0,0.03693837672472,0.029177848249673843,0.05173686146736145
so3_gw,350.0,0.03910800442099571,0.02865230105817318,0.05227851867675781
so3_gw,400.0,0.04142599180340767,0.028060439974069595,0.05346221104264259
so3_gw,450.0,0.042666662484407425,0.0279332734644413,0.04911129176616669
so3_gw,500.0,0.04523209482431412,0.027599606662988663,0.05037854611873627
so3_gw,550.0,0.043355681002140045,0.027162784710526466,0.046265412122011185
so3_gw,600.0,0.043517179787158966,0.02668045647442341,0.04810492694377899
so3_gw,650.0,0.04219852387905121,0.026136862114071846,0.04589046537876129
so3_gw,700.0,0.04298088699579239,0.026255372911691666,0.04778718203306198
so3_gw,750.0,0.041906215250492096,0.025760985910892487,0.04612923413515091
so3_gw,800.0,0.042774442583322525,0.025963477790355682,0.04803132638335228
so3_gw,850.0,0.041656285524368286,0.02550002746284008,0.0461607426404953
so3_gw,900.0,0.04206114262342453,0.025708099827170372,0.046722982078790665
so3_gw,950.0,0.041660211980342865,0.02544780820608139,0.04632115364074707
so3_gw,1000.0,0.043437838554382324,0.02524280548095703,0.051985811442136765
so3_gw,1050.0,0.04124894738197327,0.024904485791921616,0.04669846594333649
so3_gw,1100.0,0.040275707840919495,0.02470015548169613,0.04450157657265663
so3_gw,1150.0,0.04132390022277832,0.024723824113607407,0.047428786754608154
so3_gw,1200.0,0.04026326537132263,0.024186501279473305,0.045933619141578674
so3_gw,1250.0,0.04113226383924484,0.024643993005156517,0.047109343111515045
so3_gw,1300.0,0.04019543528556824,0.02432689070701599,0.0453387014567852
so3_gw,1350.0,0.04050280898809433,0.02451547235250473,0.04567810520529747
so3_gw,1400.0,0.04069175943732262,0.024404769763350487,0.046534258872270584
so3_gw,1450.0,0.0405048169195652,0.024363795295357704,0.046117205172777176
so3_gw,1500.0,0.04077654704451561,0.024538928642868996,0.046393197029829025
