teacher,method,repeat,width,step,value_loss,jacobian_loss,objective
plain,value,0,32,2100.0,4.741739014067049e-06,0.0,4.741739014067049e-06
plain,value,0,32,2200.0,4.252908551415066e-06,0.0,4.252908551415066e-06
plain,value,0,32,2300.0,4.336861249655858e-06,0.0,4.336861249655858e-06
plain,value,0,32,2400.0,4.3184512853494735e-06,0.0,4.3184512853494735e-06
plain,value,0,32,2500.0,4.347920139140487e-06,0.0,4.347920139140487e-06
plain,value,0,64,1.0,0.27201667262352053,0.0,0.27201667262352053
plain,value,0,64,100.0,0.00011409453957346597,0.0,0.00011409453957346597
plain,value,0,64,200.0,4.934125327357825e-05,0.0,4.934125327357825e-05
plain,value,0,64,300.0,2.2541418031152273e-05,0.0,2.2541418031152273e-05
plain,value,0,64,400.0,1.2030868878497319e-05,0.0,1.2030868878497319e-05
plain,value,0,64,500.0,7.143373396520685e-06,0.0,7.143373396520685e-06
plain,value,0,64,600.0,5.28508223873361e-06,0.0,5.28508223873361e-06
plain,value,0,64,700.0,4.13184574877746e-06,0.0,4.13184574877746e-06
plain,value,0,64,800.0,3.3677982951200343e-06,0.0,3.3677982951200343e-06
plain,value,0,64,900.0,2.8458588849523014e-06,0.0,2.8458588849523014e-06
plain,value,0,64,1000.0,2.689717514883019e-06,0.0,2.689717514883019e-06
plain,value,0,64,1100.0,2.396863752228611e-06,0.0,2.396863752228611e-06
plain,value,0,64,1200.0,2.274593684318359e-06,0.0,2.274593684318359e-06
plain,value,0,64,1300.0,2.2632453000306946e-06,0.0,2.2632453000306946e-06
plain,value,0,64,1400.0,2.003006774822815e-06,0.0,2.003006774822815e-06
plain,value,0,64,1500.0,1.9386967195149637e-06,0.0,1.9386967195149637e-06
plain,value,0,64,1600.0,1.8157099099177973e-06,0.0,1.8157099099177973e-06
plain,value,0,64,1700.0,1.6754852594483706e-06,0.0,1.6754852594483706e-06
plain,value,0,64,1800.0,1.7087837186545475e-06,0.0,1.7087837186545475e-06
plain,value,0,64,1900.0,1.6501516997519034e-06,0.0,1.6501516997519034e-06
plain,value,0,64,2000.0,1.6445524243279029e-06,0.0,1.6445524243279029e-06
plain,value,0,64,2100.0,1.550565032684617e-06,0.0,1.550565032684617e-06
plain,value,0,64,2200.0,1.5716356546206112e-06,0.0,1.5716356546206112e-06
plain,value,0,64,2300.0,1.6347921217411762e-06,0.0,1.6347921217411762e-06
plain,value,0,64,2400.0,1.560160020990021e-06,0.0,1.560160020990021e-06
plain,value,0,64,2500.0,1.58612292011867e-06,0.0,1.58612292011867e-06
plain,value,0,128,1.0,0.29032072050852803,0.0,0.29032072050852803
plain,value,0,128,100.0,5.045140765600382e-05,0.0,5.045140765600382e-05
plain,value,0,128,200.0,1.4532376041257995e-05,0.0,1.4532376041257995e-05
plain,value,0,128,300.0,6.56050530438767e-06,0.0,6.56050530438767e-06
plain,value,0,128,400.0,4.5102447714708e-06,0.0,4.5102447714708e-06
plain,value,0,128,500.0,2.754902214804798e-06,0.0,2.754902214804798e-06
plain,value,0,128,600.0,2.4179549706360547e-06,0.0,2.4179549706360547e-06
plain,value,0,128,700.0,2.0132115404328736e-06,0.0,2.0132115404328736e-06
plain,value,0,128,800.0,1.639714073637815e-06,0.0,1.639714073637815e-06
plain,value,0,128,900.0,2.110167944670457e-06,0.0,2.110167944670457e-06
plain,value,0,128,1000.0,2.0669601305364483e-06,0.0,2.0669601305364483e-06
plain,value,0,128,1100.0,1.2912809982937221e-06,0.0,1.2912809982937221e-06
plain,value,0,128,1200.0,1.2166108411262079e-06,0.0,1.2166108411262079e-06
plain,value,0,128,1300.0,1.1752826514030884e-06,0.0,1.1752826514030884e-06
plain,value,0,128,1400.0,1.2417501340039805e-06,0.0,1.2417501340039805e-06
plain,value,0,128,1500.0,1.0154545364791698e-06,0.0,1.0154545364791698e-06
plain,value,0,128,1600.0,9.869088992832421e-07,0.0,9.869088992832421e-07
plain,value,0,128,1700.0,9.27639288763674e-07,0.0,9.27639288763674e-07
plain,value,0,128,1800.0,9.002964865311796e-07,0.0,9.002964865311796e-07
plain,value,0,128,1900.0,8.059956274200957e-07,0.0,8.059956274200957e-07
plain,value,0,128,2000.0,8.121420830046064e-07,0.0,8.121420830046064e-07
plain,value,0,128,2100.0,7.87157420851047e-07,0.0,7.87157420851047e-07
plain,value,0,128,2200.0,7.923538380054333e-07,0.0,7.923538380054333e-07
plain,value,0,128,2300.0,7.688240732739182e-07,0.0,7.688240732739182e-07
plain,value,0,128,2400.0,7.241259420374349e-07,0.0,7.241259420374349e-07
plain,value,0,128,2500.0,6.784596937913835e-07,0.0,6.784596937913835e-07
plain,value,0,256,1.0,0.2753420315384915,0.0,0.2753420315384915
plain,value,0,256,100.0,6.718905449513362e-05,0.0,6.718905449513362e-05
plain,value,0,256,200.0,1.2866419958659702e-05,0.0,1.2866419958659702e-05
plain,value,0,256,300.0,5.5348200137343805e-06,0.0,5.5348200137343805e-06
plain,value,0,256,400.0,3.218434792885066e-06,0.0,3.218434792885066e-06
plain,value,0,256,500.0,2.0733111538483618e-06,0.0,2.0733111538483618e-06
plain,value,0,256,600.0,1.6384964479765146e-06,0.0,1.6384964479765146e-06
plain,value,0,256,700.0,1.2921770064999401e-06,0.0,1.2921770064999401e-06
plain,value,0,256,800.0,1.502141752216545e-06,0.0,1.502141752216545e-06
plain,value,0,256,900.0,1.096649870727058e-06,0.0,1.096649870727058e-06
plain,value,0,256,1000.0,4.1751448305019045e-06,0.0,4.1751448305019045e-06
plain,value,0,256,1100.0,1.3656048030536223e-06,0.0,1.3656048030536223e-06
plain,value,0,256,1200.0,8.743700505459043e-07,0.0,8.743700505459043e-07
plain,value,0,256,1300.0,7.690390998659272e-07,0.0,7.690390998659272e-07
plain,value,0,256,1400.0,7.284295693636238e-07,0.0,7.284295693636238e-07
plain,value,0,256,1500.0,6.744179286194608e-07,0.0,6.744179286194608e-07
plain,value,0,256,1600.0,6.454812353843811e-07,0.0,6.454812353843811e-07
plain,value,0,256,1700.0,6.31822788273951e-07,0.0,6.31822788273951e-07
plain,value,0,256,1800.0,5.877211243209425e-07,0.0,5.877211243209425e-07
plain,value,0,256,1900.0,5.088462600511622e-07,0.0,5.088462600511622e-07
plain,value,0,256,2000.0,5.450078939374398e-07,0.0,5.450078939374398e-07
plain,value,0,256,2100.0,4.847076819454583e-07,0.0,4.847076819454583e-07
plain,value,0,256,2200.0,4.7565630563275924e-07,0.0,4.7565630563275924e-07
plain,value,0,256,2300.0,5.080059351874845e-07,0.0,5.080059351874845e-07
plain,value,0,256,2400.0,4.777838728890981e-07,0.0,4.777838728890981e-07
plain,value,0,256,2500.0,4.846633272678034e-07,0.0,4.846633272678034e-07
plain,value,1,4,1.0,0.3523722311819404,0.0,0.3523722311819404
plain,value,1,4,100.0,0.1420509932834363,0.0,0.1420509932834363
plain,value,1,4,200.0,0.06580432021397094,0.0,0.06580432021397094
plain,value,1,4,300.0,0.06306855770289105,0.0,0.06306855770289105
plain,value,1,4,400.0,0.0633587478098193,0.0,0.0633587478098193
plain,value,1,4,500.0,0.005696467448156633,0.0,0.005696467448156633
plain,value,1,4,600.0,0.0034049481780745448,0.0,0.0034049481780745448
plain,value,1,4,700.0,0.0025483176742856508,0.0,0.0025483176742856508
plain,value,1,4,800.0,0.00199484606935906,0.0,0.00199484606935906
plain,value,1,4,900.0,0.0014594449769236104,0.0,0.0014594449769236104
plain,value,1,4,1000.0,0.0012841663438639655,0.0,0.0012841663438639655
plain,value,1,4,1100.0,0.001187755395498375,0.0,0.001187755395498375
plain,value,1,4,1200.0,0.0010174000653379387,0.0,0.0010174000653379387
plain,value,1,4,1300.0,0.0009085244583552248,0.0,0.0009085244583552248
plain,value,1,4,1400.0,0.0008697252296542942,0.0,0.0008697252296542942
plain,value,1,4,1500.0,0.0008652857446926763,0.0,0.0008652857446926763
plain,value,1,4,1600.0,0.0007614493682487428,0.0,0.0007614493682487428
plain,value,1,4,1700.0,0.0006962735975859221,0.0,0.0006962735975859221
plain,value,1,4,1800.0,0.0007131043319150205,0.0,0.0007131043319150205
plain,value,1,4,1900.0,0.0007129850352185973,0.0,0.0007129850352185973
plain,value,1,4,2000.0,0.0006451808711220411,0.0,0.0006451808711220411
plain,value,1,4,2100.0,0.0006027136372762558,0.0,0.0006027136372762558
plain,value,1,4,2200.0,0.0006553780285132112,0.0,0.0006553780285132112
plain,value,1,4,2300.0,0.0005755716575387508,0.0,0.0005755716575387508
plain,value,1,4,2400.0,0.0005579493599495027,0.0,0.0005579493599495027
plain,value,1,4,2500.0,0.0006247981878170363,0.0,0.0006247981878170363
plain,value,1,8,1.0,0.30169443495753284,0.0,0.30169443495753284
plain,value,1,8,100.0,0.02076220101639278,0.0,0.02076220101639278
plain,value,1,8,200.0,0.002220838240883659,0.0,0.002220838240883659
plain,value,1,8,300.0,0.0015808105972091198,0.0,0.0015808105972091198
plain,value,1,8,400.0,0.001060161985882926,0.0,0.001060161985882926
plain,value,1,8,500.0,0.0007673145802721236,0.0,0.0007673145802721236
plain,value,1,8,600.0,0.0005507309485342211,0.0,0.0005507309485342211
plain,value,1,8,700.0,0.00044674092224276034,0.0,0.00044674092224276034
plain,value,1,8,800.0,0.0003291718103827423,0.0,0.0003291718103827423
plain,value,1,8,900.0,0.00028442848271514225,0.0,0.00028442848271514225
plain,value,1,8,1000.0,0.00022368972969817139,0.0,0.00022368972969817139
plain,value,1,8,1100.0,0.0001955430567558365,0.0,0.0001955430567558365
plain,value,1,8,1200.0,0.00017501135050771986,0.0,0.00017501135050771986
plain,value,1,8,1300.0,0.00015921716496001634,0.0,0.00015921716496001634
plain,value,1,8,1400.0,0.00014284835506567394,0.0,0.00014284835506567394
plain,value,1,8,1500.0,0.00012781923190299802,0.0,0.00012781923190299802
plain,value,1,8,1600.0,0.00011775304989529217,0.0,0.00011775304989529217
plain,value,1,8,1700.0,0.00010612251849815469,0.0,0.00010612251849815469
plain,value,1,8,1800.0,9.959257511285876e-05,0.0,9.959257511285876e-05
plain,value,1,8,1900.0,9.814550448537615e-05,0.0,9.814550448537615e-05
plain,value,1,8,2000.0,9.518320035573247e-05,0.0,9.518320035573247e-05
plain,value,1,8,2100.0,9.229867833583483e-05,0.0,9.229867833583483e-05
plain,value,1,8,2200.0,8.998198846813293e-05,0.0,8.998198846813293e-05
plain,value,1,8,2300.0,8.839168233921362e-05,0.0,8.839168233921362e-05
plain,value,1,8,2400.0,9.08075504823557e-05,0.0,9.08075504823557e-05
plain,value,1,8,2500.0,8.384590235401685e-05,0.0,8.384590235401685e-05
plain,value,1,16,1.0,0.2828444409836772,0.0,0.2828444409836772
plain,value,1,16,100.0,0.0012131389268057887,0.0,0.0012131389268057887
plain,value,1,16,200.0,0.0005603663957434664,0.0,0.0005603663957434664
plain,value,1,16,300.0,0.0002899894983218841,0.0,0.0002899894983218841
plain,value,1,16,400.0,0.00018403139911947496,0.0,0.00018403139911947496
plain,value,1,16,500.0,0.00013289069260157956,0.0,0.00013289069260157956
plain,value,1,16,600.0,9.728232458690857e-05,0.0,9.728232458690857e-05
plain,value,1,16,700.0,7.685478708027607e-05,0.0,7.685478708027607e-05
plain,value,1,16,800.0,6.251754027997852e-05,0.0,6.251754027997852e-05
plain,value,1,16,900.0,5.2163039144624935e-05,0.0,5.2163039144624935e-05
plain,value,1,16,1000.0,4.350123252416581e-05,0.0,4.350123252416581e-05
plain,value,1,16,1100.0,3.900434728720346e-05,0.0,3.900434728720346e-05
plain,value,1,16,1200.0,3.3750994630803663e-05,0.0,3.3750994630803663e-05
plain,value,1,16,1300.0,2.9257058283223338e-05,0.0,2.9257058283223338e-05
plain,value,1,16,1400.0,2.7271736630317318e-05,0.0,2.7271736630317318e-05
plain,value,1,16,1500.0,2.6607297766952843e-05,0.0,2.6607297766952843e-05
plain,value,1,16,1600.0,2.3232990034709284e-05,0.0,2.3232990034709284e-05
plain,value,1,16,1700.0,2.2525757556472145e-05,0.0,2.2525757556472145e-05
plain,value,1,16,1800.0,2.1488587516594265e-05,0.0,2.1488587516594265e-05
plain,value,1,16,1900.0,2.1188502708852103e-05,0.0,2.1188502708852103e-05
plain,value,1,16,2000.0,2.0160329799796048e-05,0.0,2.0160329799796048e-05
plain,value,1,16,2100.0,1.888792822526799e-05,0.0,1.888792822526799e-05
plain,value,1,16,2200.0,1.842788270435716e-05,0.0,1.842788270435716e-05
plain,value,1,16,2300.0,1.6797093161401027e-05,0.0,1.6797093161401027e-05
plain,value,1,16,2400.0,1.7892495067651432e-05,0.0,1.7892495067651432e-05
plain,value,1,16,2500.0,1.8112727524282336e-05,0.0,1.8112727524282336e-05
plain,value,1,32,1.0,0.3021097872774086,0.0,0.3021097872774086
plain,value,1,32,100.0,0.0003817728039533697,0.0,0.0003817728039533697
plain,value,1,32,200.0,0.00018082965669862197,0.0,0.00018082965669862197
plain,value,1,32,300.0,0.00010068640410757156,0.0,0.00010068640410757156
plain,value,1,32,400.0,6.317488837171778e-05,0.0,6.317488837171778e-05
plain,value,1,32,500.0,4.237833626093953e-05,0.0,4.237833626093953e-05
plain,value,1,32,600.0,2.8412524349336894e-05,0.0,2.8412524349336894e-05
plain,value,1,32,700.0,2.1924494231840626e-05,0.0,2.1924494231840626e-05
plain,value,1,32,800.0,1.732210623097006e-05,0.0,1.732210623097006e-05
plain,value,1,32,900.0,1.4103146251468962e-05,0.0,1.4103146251468962e-05
plain,value,1,32,1000.0,1.1731524480648533e-05,0.0,1.1731524480648533e-05
plain,value,1,32,1100.0,9.950754070378328e-06,0.0,9.950754070378328e-06
plain,value,1,32,1200.0,8.139248214570687e-06,0.0,8.139248214570687e-06
plain,value,1,32,1300.0,7.645341975036612e-06,0.0,7.645341975036612e-06
plain,value,1,32,1400.0,6.995283910056969e-06,0.0,6.995283910056969e-06
plain,value,1,32,1500.0,6.664266822435713e-06,0.0,6.664266822435713e-06
plain,value,1,32,1600.0,6.305759909128449e-06,0.0,6.305759909128449e-06
plain,value,1,32,1700.0,5.367687721805782e-06,0.0,5.367687721805782e-06
plain,value,1,32,1800.0,4.9791745729466595e-06,0.0,4.9791745729466595e-06
plain,value,1,32,1900.0,4.8889072146405645e-06,0.0,4.8889072146405645e-06
plain,value,1,32,2000.0,4.888757019823161e-06,0.0,4.888757019823161e-06
plain,value,1,32,2100.0,4.727520429482251e-06,0.0,4.727520429482251e-06
plain,value,1,32,2200.0,4.559569821739905e-06,0.0,4.559569821739905e-06
plain,value,1,32,2300.0,4.4739439247348605e-06,0.0,4.4739439247348605e-06
plain,value,1,32,2400.0,4.246353397866935e-06,0.0,4.246353397866935e-06
plain,value,1,32,2500.0,4.449647573691441e-06,0.0,4.449647573691441e-06
plain,value,1,64,1.0,0.24868130758041987,0.0,0.24868130758041987
plain,value,1,64,100.0,0.00023003370099327985,0.0,0.00023003370099327985
plain,value,1,64,200.0,7.686546276702723e-05,0.0,7.686546276702723e-05
plain,value,1,64,300.0,3.232869887936446e-05,0.0,3.232869887936446e-05
plain,value,1,64,400.0,1.6265774936403168e-05,0.0,1.6265774936403168e-05
plain,value,1,64,500.0,8.652138103507772e-06,0.0,8.652138103507772e-06
plain,value,1,64,600.0,6.485486952329788e-06,0.0,6.485486952329788e-06
plain,value,1,64,700.0,4.518186204439027e-06,0.0,4.518186204439027e-06
plain,value,1,64,800.0,3.969571366385058e-06,0.0,3.969571366385058e-06
plain,value,1,64,900.0,3.2356259071503094e-06,0.0,3.2356259071503094e-06
plain,value,1,64,1000.0,3.025041762721254e-06,0.0,3.025041762721254e-06
plain,value,1,64,1100.0,2.6558475717192753e-06,0.0,2.6558475717192753e-06
plain,value,1,64,1200.0,2.352774661746672e-06,0.0,2.352774661746672e-06
plain,value,1,64,1300.0,2.4904206192280355e-06,0.0,2.4904206192280355e-06
plain,value,1,64,1400.0,2.2425319308138506e-06,0.0,2.2425319308138506e-06
plain,value,1,64,1500.0,2.1454644964316992e-06,0.0,2.1454644964316992e-06
plain,value,1,64,1600.0,2.1606537016920776e-06,0.0,2.1606537016920776e-06
plain,value,1,64,1700.0,1.951206826893356e-06,0.0,1.951206826893356e-06
plain,value,1,64,1800.0,1.8059372389406436e-06,0.0,1.8059372389406436e-06
plain,value,1,64,1900.0,1.889150368656298e-06,0.0,1.889150368656298e-06
plain,value,1,64,2000.0,1.7573147164936092e-06,0.0,1.7573147164936092e-06
plain,value,1,64,2100.0,1.63341305676245e-06,0.0,1.63341305676245e-06
plain,value,1,64,2200.0,1.7091585016368477e-06,0.0,1.7091585016368477e-06
plain,value,1,64,2300.0,1.700060473197241e-06,0.0,1.700060473197241e-06
plain,value,1,64,2400.0,1.614596901265414e-06,0.0,1.614596901265414e-06
plain,value,1,64,2500.0,1.6135383809410875e-06,0.0,1.6135383809410875e-06
plain,value,1,128,1.0,0.2697722965562503,0.0,0.2697722965562503
plain,value,1,128,100.0,6.281450728654263e-05,0.0,6.281450728654263e-05
plain,value,1,128,200.0,1.6549542012167255e-05,0.0,1.6549542012167255e-05
plain,value,1,128,300.0,7.321872679760231e-06,0.0,7.321872679760231e-06
plain,value,1,128,400.0,3.745888129678947e-06,0.0,3.745888129678947e-06
plain,value,1,128,500.0,2.5397070892630022e-06,0.0,2.5397070892630022e-06
plain,value,1,128,600.0,1.7565393331604133e-06,0.0,1.7565393331604133e-06
plain,value,1,128,700.0,1.7731795704338874e-06,0.0,1.7731795704338874e-06
plain,value,1,128,800.0,1.4343410539062572e-06,0.0,1.4343410539062572e-06
plain,value,1,128,900.0,1.2747760280069534e-06,0.0,1.2747760280069534e-06
plain,value,1,128,1000.0,1.1989383002969408e-06,0.0,1.1989383002969408e-06
plain,value,1,128,1100.0,1.113007578693518e-06,0.0,1.113007578693518e-06
plain,value,1,128,1200.0,1.140256402450425e-06,0.0,1.140256402450425e-06
plain,value,1,128,1300.0,1.1155817266296624e-06,0.0,1.1155817266296624e-06
plain,value,1,128,1400.0,9.529872768972087e-07,0.0,9.529872768972087e-07
plain,value,1,128,1500.0,8.457092659506388e-07,0.0,8.457092659506388e-07
plain,value,1,128,1600.0,8.557435383681798e-07,0.0,8.557435383681798e-07
plain,value,1,128,1700.0,8.016400041847615e-07,0.0,8.016400041847615e-07
plain,value,1,128,1800.0,7.68487810389639e-07,0.0,7.68487810389639e-07
plain,value,1,128,1900.0,6.742817745773624e-07,0.0,6.742817745773624e-07
plain,value,1,128,2000.0,7.776956346742176e-07,0.0,7.776956346742176e-07
plain,value,1,128,2100.0,7.105211769110336e-07,0.0,7.105211769110336e-07
plain,value,1,128,2200.0,6.892889244788344e-07,0.0,6.892889244788344e-07
plain,value,1,128,2300.0,6.159538414437713e-07,0.0,6.159538414437713e-07
plain,value,1,128,2400.0,6.81144758352185e-07,0.0,6.81144758352185e-07
plain,value,1,128,2500.0,6.675271923134466e-07,0.0,6.675271923134466e-07
plain,value,1,256,1.0,0.24035017684017856,0.0,0.24035017684017856
plain,value,1,256,100.0,7.071153941351102e-05,0.0,7.071153941351102e-05
plain,value,1,256,200.0,2.113527650012224e-05,0.0,2.113527650012224e-05
plain,value,1,256,300.0,7.926055822368724e-06,0.0,7.926055822368724e-06
plain,value,1,256,400.0,3.625413310547487e-06,0.0,3.625413310547487e-06
plain,value,1,256,500.0,2.057344143902554e-06,0.0,2.057344143902554e-06
plain,value,1,256,600.0,1.6301545051048622e-06,0.0,1.6301545051048622e-06
plain,value,1,256,700.0,1.1749230515546419e-06,0.0,1.1749230515546419e-06
plain,value,1,256,800.0,1.4870190196894253e-06,0.0,1.4870190196894253e-06
plain,value,1,256,900.0,9.520722152364639e-07,0.0,9.520722152364639e-07
plain,value,1,256,1000.0,1.0919092897490965e-06,0.0,1.0919092897490965e-06
plain,value,1,256,1100.0,9.659969949664022e-07,0.0,9.659969949664022e-07
plain,value,1,256,1200.0,8.757767285526002e-07,0.0,8.757767285526002e-07
plain,value,1,256,1300.0,8.177191570621572e-07,0.0,8.177191570621572e-07
plain,value,1,256,1400.0,7.409728680876907e-07,0.0,7.409728680876907e-07
plain,value,1,256,1500.0,6.615288273828954e-07,0.0,6.615288273828954e-07
plain,value,1,256,1600.0,6.820357513242081e-07,0.0,6.820357513242081e-07
