teacher,method,repeat,width,step,value_loss,jacobian_loss,objective
plain,value,1,256,1700.0,6.504168291908933e-07,0.0,6.504168291908933e-07
plain,value,1,256,1800.0,6.227756297302933e-07,0.0,6.227756297302933e-07
plain,value,1,256,1900.0,6.421332857847051e-07,0.0,6.421332857847051e-07
plain,value,1,256,2000.0,5.896269383678129e-07,0.0,5.896269383678129e-07
plain,value,1,256,2100.0,5.493227671561675e-07,0.0,5.493227671561675e-07
plain,value,1,256,2200.0,5.66725455233595e-07,0.0,5.66725455233595e-07
plain,value,1,256,2300.0,5.246538340116971e-07,0.0,5.246538340116971e-07
plain,value,1,256,2400.0,5.375242481810996e-07,0.0,5.375242481810996e-07
plain,value,1,256,2500.0,5.431616873695245e-07,0.0,5.431616873695245e-07
plain,value,2,4,1.0,0.3669420822778114,0.0,0.3669420822778114
plain,value,2,4,100.0,0.15610174322519466,0.0,0.15610174322519466
plain,value,2,4,200.0,0.06891294331325887,0.0,0.06891294331325887
plain,value,2,4,300.0,0.06294903719372512,0.0,0.06294903719372512
plain,value,2,4,400.0,0.06926512143661874,0.0,0.06926512143661874
plain,value,2,4,500.0,0.05190026012566396,0.0,0.05190026012566396
plain,value,2,4,600.0,0.0037465245570614688,0.0,0.0037465245570614688
plain,value,2,4,700.0,0.0025749953070971633,0.0,0.0025749953070971633
plain,value,2,4,800.0,0.0019194086612779864,0.0,0.0019194086612779864
plain,value,2,4,900.0,0.0015934027997445267,0.0,0.0015934027997445267
plain,value,2,4,1000.0,0.00124054160938102,0.0,0.00124054160938102
plain,value,2,4,1100.0,0.0011399254262052154,0.0,0.0011399254262052154
plain,value,2,4,1200.0,0.0009589352307164172,0.0,0.0009589352307164172
plain,value,2,4,1300.0,0.0009317748480987166,0.0,0.0009317748480987166
plain,value,2,4,1400.0,0.0008378713954412757,0.0,0.0008378713954412757
plain,value,2,4,1500.0,0.0007140691815215519,0.0,0.0007140691815215519
plain,value,2,4,1600.0,0.0006919643018793304,0.0,0.0006919643018793304
plain,value,2,4,1700.0,0.0006445326249729842,0.0,0.0006445326249729842
plain,value,2,4,1800.0,0.000643116715880244,0.0,0.000643116715880244
plain,value,2,4,1900.0,0.0006202508362071142,0.0,0.0006202508362071142
plain,value,2,4,2000.0,0.000587530663553392,0.0,0.000587530663553392
plain,value,2,4,2100.0,0.0005907308943434174,0.0,0.0005907308943434174
plain,value,2,4,2200.0,0.0005704649217392979,0.0,0.0005704649217392979
plain,value,2,4,2300.0,0.0005899133944358272,0.0,0.0005899133944358272
plain,value,2,4,2400.0,0.0005383042385249947,0.0,0.0005383042385249947
plain,value,2,4,2500.0,0.0005478365387136369,0.0,0.0005478365387136369
plain,value,2,8,1.0,0.2624337929557927,0.0,0.2624337929557927
plain,value,2,8,100.0,0.006916055041007754,0.0,0.006916055041007754
plain,value,2,8,200.0,0.0015255098548271606,0.0,0.0015255098548271606
plain,value,2,8,300.0,0.0009883418563383032,0.0,0.0009883418563383032
plain,value,2,8,400.0,0.0007717430301816959,0.0,0.0007717430301816959
plain,value,2,8,500.0,0.0005584473754284088,0.0,0.0005584473754284088
plain,value,2,8,600.0,0.0004375749305902689,0.0,0.0004375749305902689
plain,value,2,8,700.0,0.00039940993789616366,0.0,0.00039940993789616366
plain,value,2,8,800.0,0.0003242113873377449,0.0,0.0003242113873377449
plain,value,2,8,900.0,0.0002752460082842713,0.0,0.0002752460082842713
plain,value,2,8,1000.0,0.00023639213668169044,0.0,0.00023639213668169044
plain,value,2,8,1100.0,0.00020661969171299624,0.0,0.00020661969171299624
plain,value,2,8,1200.0,0.00016272076498580453,0.0,0.00016272076498580453
plain,value,2,8,1300.0,0.00013957332576293056,0.0,0.00013957332576293056
plain,value,2,8,1400.0,0.00012572630035193142,0.0,0.00012572630035193142
plain,value,2,8,1500.0,0.00011478245714012633,0.0,0.00011478245714012633
plain,value,2,8,1600.0,0.00010590239332561015,0.0,0.00010590239332561015
plain,value,2,8,1700.0,0.00010632930946343016,0.0,0.00010632930946343016
plain,value,2,8,1800.0,0.00010282469406106466,0.0,0.00010282469406106466
plain,value,2,8,1900.0,9.096253385497649e-05,0.0,9.096253385497649e-05
plain,value,2,8,2000.0,8.400922853463921e-05,0.0,8.400922853463921e-05
plain,value,2,8,2100.0,8.19591318078396e-05,0.0,8.19591318078396e-05
plain,value,2,8,2200.0,7.89493128454598e-05,0.0,7.89493128454598e-05
plain,value,2,8,2300.0,7.640420907802774e-05,0.0,7.640420907802774e-05
plain,value,2,8,2400.0,7.980970453658397e-05,0.0,7.980970453658397e-05
plain,value,2,8,2500.0,8.185558716085799e-05,0.0,8.185558716085799e-05
plain,value,2,16,1.0,0.2914647581823481,0.0,0.2914647581823481
plain,value,2,16,100.0,0.001304937123989429,0.0,0.001304937123989429
plain,value,2,16,200.0,0.000634647234187619,0.0,0.000634647234187619
plain,value,2,16,300.0,0.00042806057111507805,0.0,0.00042806057111507805
plain,value,2,16,400.0,0.0002610869552875581,0.0,0.0002610869552875581
plain,value,2,16,500.0,0.00017712370540758028,0.0,0.00017712370540758028
plain,value,2,16,600.0,0.00013236248696604203,0.0,0.00013236248696604203
plain,value,2,16,700.0,9.954120884620924e-05,0.0,9.954120884620924e-05
plain,value,2,16,800.0,7.623075683357577e-05,0.0,7.623075683357577e-05
plain,value,2,16,900.0,6.1882569158256e-05,0.0,6.1882569158256e-05
plain,value,2,16,1000.0,5.23798017078239e-05,0.0,5.23798017078239e-05
plain,value,2,16,1100.0,4.299630075025202e-05,0.0,4.299630075025202e-05
plain,value,2,16,1200.0,3.8143500262494946e-05,0.0,3.8143500262494946e-05
plain,value,2,16,1300.0,3.2787905921254594e-05,0.0,3.2787905921254594e-05
plain,value,2,16,1400.0,2.7129466530705927e-05,0.0,2.7129466530705927e-05
plain,value,2,16,1500.0,2.675214942980328e-05,0.0,2.675214942980328e-05
plain,value,2,16,1600.0,2.4753730015274195e-05,0.0,2.4753730015274195e-05
plain,value,2,16,1700.0,2.1627532350760494e-05,0.0,2.1627532350760494e-05
plain,value,2,16,1800.0,2.10217106323767e-05,0.0,2.10217106323767e-05
plain,value,2,16,1900.0,2.0004681917412674e-05,0.0,2.0004681917412674e-05
plain,value,2,16,2000.0,1.9588432955848012e-05,0.0,1.9588432955848012e-05
plain,value,2,16,2100.0,1.8234320442496907e-05,0.0,1.8234320442496907e-05
plain,value,2,16,2200.0,1.72919639694787e-05,0.0,1.72919639694787e-05
plain,value,2,16,2300.0,1.7819569616014462e-05,0.0,1.7819569616014462e-05
plain,value,2,16,2400.0,1.693869334507623e-05,0.0,1.693869334507623e-05
plain,value,2,16,2500.0,1.7318096128543794e-05,0.0,1.7318096128543794e-05
plain,value,2,32,1.0,0.29230113247848766,0.0,0.29230113247848766
plain,value,2,32,100.0,0.0006147268527340297,0.0,0.0006147268527340297
plain,value,2,32,200.0,0.00023179510897073359,0.0,0.00023179510897073359
plain,value,2,32,300.0,0.00011863440450852547,0.0,0.00011863440450852547
plain,value,2,32,400.0,7.22136241081232e-05,0.0,7.22136241081232e-05
plain,value,2,32,500.0,4.672238114482595e-05,0.0,4.672238114482595e-05
plain,value,2,32,600.0,3.264402090801099e-05,0.0,3.264402090801099e-05
plain,value,2,32,700.0,2.5837000357264514e-05,0.0,2.5837000357264514e-05
plain,value,2,32,800.0,2.034568086344281e-05,0.0,2.034568086344281e-05
plain,value,2,32,900.0,1.4784196420337031e-05,0.0,1.4784196420337031e-05
plain,value,2,32,1000.0,1.4299797710547257e-05,0.0,1.4299797710547257e-05
plain,value,2,32,1100.0,1.3079778995032959e-05,0.0,1.3079778995032959e-05
plain,value,2,32,1200.0,1.0248441274264363e-05,0.0,1.0248441274264363e-05
plain,value,2,32,1300.0,9.571827251575883e-06,0.0,9.571827251575883e-06
plain,value,2,32,1400.0,8.424403868640683e-06,0.0,8.424403868640683e-06
plain,value,2,32,1500.0,7.744843737982206e-06,0.0,7.744843737982206e-06
plain,value,2,32,1600.0,7.384768916145137e-06,0.0,7.384768916145137e-06
plain,value,2,32,1700.0,7.1333706221751255e-06,0.0,7.1333706221751255e-06
plain,value,2,32,1800.0,7.014414612404076e-06,0.0,7.014414612404076e-06
plain,value,2,32,1900.0,6.122176254910847e-06,0.0,6.122176254910847e-06
plain,value,2,32,2000.0,6.120935612559234e-06,0.0,6.120935612559234e-06
plain,value,2,32,2100.0,5.977982960530777e-06,0.0,5.977982960530777e-06
plain,value,2,32,2200.0,5.879270333769119e-06,0.0,5.879270333769119e-06
plain,value,2,32,2300.0,5.878049931797731e-06,0.0,5.878049931797731e-06
plain,value,2,32,2400.0,5.794987484989176e-06,0.0,5.794987484989176e-06
plain,value,2,32,2500.0,5.495654290052669e-06,0.0,5.495654290052669e-06
plain,value,2,64,1.0,0.27216474944224295,0.0,0.27216474944224295
plain,value,2,64,100.0,0.00015841007548946285,0.0,0.00015841007548946285
plain,value,2,64,200.0,6.362413575630739e-05,0.0,6.362413575630739e-05
plain,value,2,64,300.0,3.1089836270210016e-05,0.0,3.1089836270210016e-05
plain,value,2,64,400.0,1.8114078317638236e-05,0.0,1.8114078317638236e-05
plain,value,2,64,500.0,1.1057681606376678e-05,0.0,1.1057681606376678e-05
plain,value,2,64,600.0,7.292390805876234e-06,0.0,7.292390805876234e-06
plain,value,2,64,700.0,5.591180631648061e-06,0.0,5.591180631648061e-06
plain,value,2,64,800.0,4.281062531597551e-06,0.0,4.281062531597551e-06
plain,value,2,64,900.0,3.13416324970052e-06,0.0,3.13416324970052e-06
plain,value,2,64,1000.0,2.8654591646734382e-06,0.0,2.8654591646734382e-06
plain,value,2,64,1100.0,2.4145361339069525e-06,0.0,2.4145361339069525e-06
plain,value,2,64,1200.0,2.2033637655648686e-06,0.0,2.2033637655648686e-06
plain,value,2,64,1300.0,2.140397763655304e-06,0.0,2.140397763655304e-06
plain,value,2,64,1400.0,1.8767952697857593e-06,0.0,1.8767952697857593e-06
plain,value,2,64,1500.0,1.7014147432424225e-06,0.0,1.7014147432424225e-06
plain,value,2,64,1600.0,1.6541368984857916e-06,0.0,1.6541368984857916e-06
plain,value,2,64,1700.0,1.5414151865870101e-06,0.0,1.5414151865870101e-06
plain,value,2,64,1800.0,1.60617148721215e-06,0.0,1.60617148721215e-06
plain,value,2,64,1900.0,1.37690388767483e-06,0.0,1.37690388767483e-06
plain,value,2,64,2000.0,1.354047390779516e-06,0.0,1.354047390779516e-06
plain,value,2,64,2100.0,1.3296363449629183e-06,0.0,1.3296363449629183e-06
plain,value,2,64,2200.0,1.374166697645993e-06,0.0,1.374166697645993e-06
plain,value,2,64,2300.0,1.3668927505727513e-06,0.0,1.3668927505727513e-06
plain,value,2,64,2400.0,1.3332787739104761e-06,0.0,1.3332787739104761e-06
plain,value,2,64,2500.0,1.3229936431788065e-06,0.0,1.3229936431788065e-06
plain,value,2,128,1.0,0.27141247427298204,0.0,0.27141247427298204
plain,value,2,128,100.0,5.2584737895153945e-05,0.0,5.2584737895153945e-05
plain,value,2,128,200.0,1.4729484766166207e-05,0.0,1.4729484766166207e-05
plain,value,2,128,300.0,7.5998377383533414e-06,0.0,7.5998377383533414e-06
plain,value,2,128,400.0,4.4677719241907205e-06,0.0,4.4677719241907205e-06
plain,value,2,128,500.0,2.998147662355752e-06,0.0,2.998147662355752e-06
plain,value,2,128,600.0,2.406480073053142e-06,0.0,2.406480073053142e-06
plain,value,2,128,700.0,2.0952574966221453e-06,0.0,2.0952574966221453e-06
plain,value,2,128,800.0,1.655008798543566e-06,0.0,1.655008798543566e-06
plain,value,2,128,900.0,1.670242099311791e-06,0.0,1.670242099311791e-06
plain,value,2,128,1000.0,1.1840106652700327e-06,0.0,1.1840106652700327e-06
plain,value,2,128,1100.0,1.195675860897223e-06,0.0,1.195675860897223e-06
plain,value,2,128,1200.0,1.1122099236728614e-06,0.0,1.1122099236728614e-06
plain,value,2,128,1300.0,1.0569337818552716e-06,0.0,1.0569337818552716e-06
plain,value,2,128,1400.0,9.037979800963552e-07,0.0,9.037979800963552e-07
plain,value,2,128,1500.0,8.983101039445863e-07,0.0,8.983101039445863e-07
plain,value,2,128,1600.0,8.629992264976111e-07,0.0,8.629992264976111e-07
plain,value,2,128,1700.0,7.666907858275495e-07,0.0,7.666907858275495e-07
plain,value,2,128,1800.0,6.891641459552499e-07,0.0,6.891641459552499e-07
plain,value,2,128,1900.0,6.85980707866362e-07,0.0,6.85980707866362e-07
plain,value,2,128,2000.0,7.346046689303952e-07,0.0,7.346046689303952e-07
plain,value,2,128,2100.0,6.629343089790853e-07,0.0,6.629343089790853e-07
plain,value,2,128,2200.0,6.318129536398108e-07,0.0,6.318129536398108e-07
plain,value,2,128,2300.0,6.13367420521716e-07,0.0,6.13367420521716e-07
plain,value,2,128,2400.0,6.450454866236544e-07,0.0,6.450454866236544e-07
plain,value,2,128,2500.0,6.548268606798546e-07,0.0,6.548268606798546e-07
plain,value,2,256,1.0,0.28281960104678733,0.0,0.28281960104678733
plain,value,2,256,100.0,4.443740617160101e-05,0.0,4.443740617160101e-05
plain,value,2,256,200.0,1.0764859296320467e-05,0.0,1.0764859296320467e-05
plain,value,2,256,300.0,5.088552520753256e-06,0.0,5.088552520753256e-06
plain,value,2,256,400.0,2.7154125720429413e-06,0.0,2.7154125720429413e-06
plain,value,2,256,500.0,2.191799228742409e-06,0.0,2.191799228742409e-06
plain,value,2,256,600.0,1.7265613751879508e-06,0.0,1.7265613751879508e-06
plain,value,2,256,700.0,1.8261049645857226e-06,0.0,1.8261049645857226e-06
plain,value,2,256,800.0,1.479540641320167e-06,0.0,1.479540641320167e-06
plain,value,2,256,900.0,1.4549203293349937e-06,0.0,1.4549203293349937e-06
plain,value,2,256,1000.0,1.2203414058409912e-06,0.0,1.2203414058409912e-06
plain,value,2,256,1100.0,1.3165097844240286e-06,0.0,1.3165097844240286e-06
plain,value,2,256,1200.0,1.100058741944342e-06,0.0,1.100058741944342e-06
plain,value,2,256,1300.0,1.114424822873987e-06,0.0,1.114424822873987e-06
plain,value,2,256,1400.0,9.387110950939204e-07,0.0,9.387110950939204e-07
plain,value,2,256,1500.0,7.465915048601304e-07,0.0,7.465915048601304e-07
plain,value,2,256,1600.0,8.273747464860284e-07,0.0,8.273747464860284e-07
plain,value,2,256,1700.0,6.852626446142987e-07,0.0,6.852626446142987e-07
plain,value,2,256,1800.0,7.178189168567567e-07,0.0,7.178189168567567e-07
plain,value,2,256,1900.0,7.139634815898841e-07,0.0,7.139634815898841e-07
plain,value,2,256,2000.0,5.975261116758892e-07,0.0,5.975261116758892e-07
plain,value,2,256,2100.0,6.29771538738542e-07,0.0,6.29771538738542e-07
plain,value,2,256,2200.0,5.957641960652816e-07,0.0,5.957641960652816e-07
plain,value,2,256,2300.0,6.087353515967249e-07,0.0,6.087353515967249e-07
plain,value,2,256,2400.0,5.740987738821519e-07,0.0,5.740987738821519e-07
plain,value,2,256,2500.0,5.798326569078839e-07,0.0,5.798326569078839e-07
plain,c1,0,4,1.0,0.3014815710655589,0.1251944320059696,0.927453731095407
plain,c1,0,4,100.0,0.10216380286599219,0.051295803942779904,0.3586428225798917
plain,c1,0,4,200.0,0.06695329148517108,0.03472201874988811,0.24056338523461163
plain,c1,0,4,300.0,0.057386842920057655,0.03619344360865446,0.23835406096332995
plain,c1,0,4,400.0,0.06610557863236448,0.030354894815648608,0.2178800527106075
plain,c1,0,4,500.0,0.05952937210383712,0.028737037773816424,0.20321456097291926
plain,c1,0,4,600.0,0.0019484307987986064,0.003377484184373053,0.01883585172066387
plain,c1,0,4,700.0,0.0008365324031872932,0.0018216400249338697,0.009944732527856642
plain,c1,0,4,800.0,0.0006196700920630716,0.0013616022020853866,0.0074276811024900045
plain,c1,0,4,900.0,0.0005029907314560038,0.001069528698021884,0.005850634221565423
plain,c1,0,4,1000.0,0.00035093579352553795,0.0009214695738516566,0.004958283662783821
plain,c1,0,4,1100.0,0.0003161529581182738,0.0008075601199312032,0.00435395355777429
plain,c1,0,4,1200.0,0.00030040199044485894,0.000764521037678423,0.004123007178836974
plain,c1,0,4,1300.0,0.000277631090790984,0.0006638123707395791,0.0035966929444888793
plain,c1,0,4,1400.0,0.00023821241422469007,0.0006277279409566275,0.0033768521190078275
plain,c1,0,4,1500.0,0.0002275861111109361,0.0005703243894453433,0.0030792080583376524
plain,c1,0,4,1600.0,0.0002164774773494397,0.0005780267185759104,0.0031066110702289915
plain,c1,0,4,1700.0,0.00021129195188361084,0.0005327326563779516,0.002874955233773369
plain,c1,0,4,1800.0,0.00018748966816163796,0.0005260213487516137,0.0028175964119197066
plain,c1,0,4,1900.0,0.00019916903886736353,0.0004986116198073409,0.002692227137904068
plain,c1,0,4,2000.0,0.0001998847065064551,0.00047782517831762285,0.002589010598094569
plain,c1,0,4,2100.0,0.00018778936429761803,0.0004790721656769083,0.0025831501926821595
plain,c1,0,4,2200.0,0.00018265956031520225,0.00046592899186128077,0.002512304519621606
plain,c1,0,4,2300.0,0.0001709493743039983,0.00048335661304031236,0.00258773243950556
plain,c1,0,4,2400.0,0.0001857273598820606,0.00045528199554380563,0.0024621373376010887
plain,c1,0,4,2500.0,0.00016337913880107606,0.0004614995786284162,0.002470877031943157
plain,c1,0,8,1.0,0.317724565142411,0.12738066518284932,0.9546278910566576
plain,c1,0,8,100.0,0.012712161585094842,0.008702350628181879,0.056223914726004236
plain,c1,0,8,200.0,0.0005041527974634171,0.0013477433382765747,0.007242869488846291
plain,c1,0,8,300.0,0.00025321260664329083,0.0006709198733460842,0.0036078119733737118
plain,c1,0,8,400.0,0.00014767100407787217,0.0004469788325879047,0.0023825651670173957
plain,c1,0,8,500.0,0.00010008228807837536,0.0003141083669279531,0.0016706241227181409
plain,c1,0,8,600.0,7.795129730710047e-05,0.00022843513489551406,0.0012201269717846707
plain,c1,0,8,700.0,5.7170028933366475e-05,0.00018627901696447485,0.0009885651137557408
plain,c1,0,8,800.0,4.732079534303012e-05,0.0001475799069762972,0.0007852203302245162
plain,c1,0,8,900.0,3.902615725721887e-05,0.00011353133241379711,0.0006066828193262044
plain,c1,0,8,1000.0,2.947288412022513e-05,9.773344381573321e-05,0.0005181401031988912
plain,c1,0,8,1100.0,2.34173919986637e-05,7.933587214993753e-05,0.00042009675274835135
plain,c1,0,8,1200.0,1.926564344282654e-05,7.123687379373948e-05,0.00037545001241152395
plain,c1,0,8,1300.0,1.6510808529935508e-05,5.824721395280054e-05,0.0003077468782939382
plain,c1,0,8,1400.0,1.4008973555801031e-05,5.298468661702429e-05,0.0002789324066409225
plain,c1,0,8,1500.0,1.2130031806916546e-05,4.650174089173135e-05,0.0002446387362655733
plain,c1,0,8,1600.0,1.0956936102291245e-05,4.589629259455462e-05,0.00024043839907506433
plain,c1,0,8,1700.0,9.651562076546845e-06,4.1182577446876326e-05,0.00021556444931092848
plain,c1,0,8,1800.0,9.169935976937372e-06,3.6825407029825217e-05,0.00019329697112606346
plain,c1,0,8,1900.0,8.666486755241832e-06,3.51772279726832e-05,0.0001845526266186578
plain,c1,0,8,2000.0,7.806307488759194e-06,3.555216253110134e-05,0.00018556712014426588
plain,c1,0,8,2100.0,7.224919744307333e-06,3.439056294083375e-05,0.00017917773444847606
plain,c1,0,8,2200.0,7.358649571062565e-06,3.1642592352503846e-05,0.00016557161133358178
plain,c1,0,8,2300.0,7.064835439051241e-06,3.297994999066128e-05,0.00017196458539235764
plain,c1,0,8,2400.0,7.595696197178176e-06,3.182406751248762e-05,0.00016671603375961624
plain,c1,0,8,2500.0,7.28449852071905e-06,3.171541563781643e-05,0.0001658615767098012
plain,c1,0,16,1.0,0.2558815725761682,0.12031309480578574,0.857447046605097
plain,c1,0,16,100.0,0.0006233784230282,0.0013575873530365247,0.007411315188210824
plain,c1,0,16,200.0,0.00019182862800292064,0.00043745227693567324,0.002379090012681287
plain,c1,0,16,300.0,8.247448565844924e-05,0.000206752948910716,0.0011162392302120293
plain,c1,0,16,400.0,4.268698960042632e-05,0.00011553369836228415,0.0006203554814118471
plain,c1,0,16,500.0,2.505727466126304e-05,6.906368427983267e-05,0.00037037569606042636
plain,c1,0,16,600.0,1.666528383344313e-05,4.984559824709844e-05,0.00026589327506893536
plain,c1,0,16,700.0,1.183329567657132e-05,3.679445838061272e-05,0.00019580558757963494
plain,c1,0,16,800.0,9.36203498152098e-06,2.862431803260214e-05,0.00015248362514453168
plain,c1,0,16,900.0,7.546517995197174e-06,2.34871220058203e-05,0.00012498212802429867
plain,c1,0,16,1000.0,6.739477750450035e-06,2.0353595975854825e-05,0.00010850745762972415
plain,c1,0,16,1100.0,5.352462907176024e-06,1.8360515925959734e-05,9.715504253697469e-05
plain,c1,0,16,1200.0,4.6206255844773e-06,1.725677005648003e-05,9.090447586687745e-05
plain,c1,0,16,1300.0,4.167383160476077e-06,1.580203123816473e-05,8.317753935129973e-05
plain,c1,0,16,1400.0,3.706648948498923e-06,1.4543856828253725e-05,7.642593308976755e-05
plain,c1,0,16,1500.0,3.4284498209580285e-06,1.3366422017665536e-05,7.02605599092857e-05
plain,c1,0,16,1600.0,3.223421041275088e-06,1.2439813910668118e-05,6.542249059461568e-05
plain,c1,0,16,1700.0,2.7976647322129186e-06,1.2140691670606597e-05,6.35011230852459e-05
plain,c1,0,16,1800.0,2.7876248401470446e-06,1.1613338582228767e-05,6.085431775129088e-05
plain,c1,0,16,1900.0,2.7369208252690203e-06,1.1384541857348743e-05,5.965963011201273e-05
plain,c1,0,16,2000.0,2.679132529343188e-06,1.0669226880489243e-05,5.602526693178941e-05
plain,c1,0,16,2100.0,2.630605091198404e-06,1.0594334290506776e-05,5.5602276543732284e-05
plain,c1,0,16,2200.0,2.5283769775789746e-06,1.0293981384474226e-05,5.3998283899950105e-05
plain,c1,0,16,2300.0,2.4260644532012267e-06,1.0588148315556594e-05,5.53668060309842e-05
plain,c1,0,16,2400.0,2.330648045191145e-06,1.0126230582827947e-05,5.296180095933088e-05
plain,c1,0,16,2500.0,2.299460823686888e-06,9.89124306065978e-06,5.175567612698579e-05
plain,c1,0,32,1.0,0.2672290093692797,0.13266252472340984,0.930541632986329
plain,c1,0,32,100.0,0.0001470074931500006,0.00030780792598483715,0.0016860471230741865
plain,c1,0,32,200.0,3.818372788574154e-05,9.857433850802204e-05,0.0005310554204258517
plain,c1,0,32,300.0,1.5719824525586523e-05,4.510218358495748e-05,0.0002412307424503739
plain,c1,0,32,400.0,8.75634317727991e-06,2.7400065041279327e-05,0.00014575666838367656
plain,c1,0,32,500.0,5.129491358714306e-06,1.889101864532205e-05,9.958458458532457e-05
plain,c1,0,32,600.0,3.5535863066392196e-06,1.3817616398464795e-05,7.26416682989632e-05
plain,c1,0,32,700.0,2.865617847498012e-06,1.1522027173504457e-05,6.0475753715020294e-05
plain,c1,0,32,800.0,2.248966319818421e-06,9.817491826129713e-06,5.133642545046699e-05
plain,c1,0,32,900.0,1.8305567461481618e-06,8.540459137811905e-06,4.453285243520769e-05
plain,c1,0,32,1000.0,1.6357388474713531e-06,7.957173928071723e-06,4.142160848782997e-05
plain,c1,0,32,1100.0,1.479925748190356e-06,7.4443632422978e-06,3.870174195967936e-05
plain,c1,0,32,1200.0,1.3257349014080072e-06,6.768178666064747e-06,3.516662823173175e-05
plain,c1,0,32,1300.0,1.131800073466049e-06,5.860059403661343e-06,3.0432097091772765e-05
plain,c1,0,32,1400.0,1.151021289974505e-06,5.774029998741537e-06,3.0021171283682193e-05
plain,c1,0,32,1500.0,1.0809431531615466e-06,5.273039007829456e-06,2.7446138192308828e-05
plain,c1,0,32,1600.0,9.075798297824201e-07,5.25485354019875e-06,2.718184753077617e-05
plain,c1,0,32,1700.0,9.442877918322169e-07,5.0173615516286835e-06,2.6031095549975635e-05
plain,c1,0,32,1800.0,9.16839986478876e-07,4.5999616564731e-06,2.3916648268844373e-05
plain,c1,0,32,1900.0,8.745547968627059e-07,4.957852428691604e-06,2.5663816940320728e-05
plain,c1,0,32,2000.0,7.878463761498658e-07,4.802477187642382e-06,2.4800232314361775e-05
plain,c1,0,32,2100.0,8.650825640116253e-07,4.900102870035891e-06,2.536559691419108e-05
plain,c1,0,32,2200.0,8.445266023466947e-07,4.134207953528631e-06,2.151556636998985e-05
plain,c1,0,32,2300.0,8.386457161816856e-07,4.471715612980882e-06,2.3197223781086098e-05
plain,c1,0,32,2400.0,7.722507363762882e-07,4.466822684680479e-06,2.3106364159778682e-05
plain,c1,0,32,2500.0,7.484014706579858e-07,4.418817411023633e-06,2.2842488525776146e-05
plain,c1,0,64,1.0,0.2792023184957278,0.13059607566579048,0.9321826968246802
plain,c1,0,64,100.0,5.129763266517208e-05,0.0001246847475674837,0.0006747213705025906
plain,c1,0,64,200.0,7.52820177880399e-06,2.9062698657585182e-05,0.0001528416950667299
plain,c1,0,64,300.0,3.4447662271658944e-06,1.5100890815742223e-05,7.894922030587701e-05
plain,c1,0,64,400.0,2.4612273688538613e-06,1.1106221748881659e-05,5.799233611326216e-05
plain,c1,0,64,500.0,1.7643469651413791e-06,8.519280777938855e-06,4.436075085483565e-05
plain,c1,0,64,600.0,1.4616731788922476e-06,6.994914335930815e-06,3.643624485854632e-05
plain,c1,0,64,700.0,1.3106433963752283e-06,5.854646377479977e-06,3.0583875283775115e-05
plain,c1,0,64,800.0,1.122618487718732e-06,5.374636419080361e-06,2.7995800583120538e-05
plain,c1,0,64,900.0,8.958918765175532e-07,4.539109257871429e-06,2.3591438165874696e-05
plain,c1,0,64,1000.0,7.265270334731474e-07,4.055398162053206e-06,2.1003517843739175e-05
plain,c1,0,64,1100.0,6.854533137618739e-07,3.685539607400641e-06,1.911315135076508e-05
plain,c1,0,64,1200.0,5.868241452440749e-07,3.2501590038164723e-06,1.6837619164326436e-05
plain,c1,0,64,1300.0,5.464476209344088e-07,2.896618151318966e-06,1.502953837752924e-05
plain,c1,0,64,1400.0,4.999207281212322e-07,2.7577237020462472e-06,1.4288539238352468e-05
plain,c1,0,64,1500.0,4.5746962462224607e-07,2.4479885906395836e-06,1.2697412577820165e-05
plain,c1,0,64,1600.0,4.3070974248534034e-07,2.349394948986614e-06,1.217768448741841e-05
plain,c1,0,64,1700.0,3.697065279990245e-07,2.2749608743280385e-06,1.1744510899639217e-05
plain,c1,0,64,1800.0,3.5559037902111946e-07,2.149042842527753e-06,1.1100804591659884e-05
plain,c1,0,64,1900.0,3.159242162316038e-07,2.0999631604936804e-06,1.0815740018700006e-05
plain,c1,0,64,2000.0,3.33319389651413e-07,1.9814013716373696e-06,1.0240326247838261e-05
plain,c1,0,64,2100.0,3.0110071855484647e-07,1.9439288363194218e-06,1.0020744900151956e-05
plain,c1,0,64,2200.0,2.957169736753163e-07,1.8163784569154174e-06,9.377609258252403e-06
plain,c1,0,64,2300.0,2.812606144884624e-07,1.8670001726826089e-06,9.616261477901506e-06
plain,c1,0,64,2400.0,2.6591368010177195e-07,1.8292173035228872e-06,9.412000197716208e-06
plain,c1,0,64,2500.0,2.860870278967245e-07,1.8094603465117887e-06,9.333388760455668e-06
plain,c1,0,128,1.0,0.2664718242686797,0.13565934774152447,0.9447685629763021
plain,c1,0,128,100.0,5.265525862310521e-06,1.8643846510906674e-05,9.84847584168439e-05
plain,c1,0,128,200.0,1.7973498093609492e-06,7.237598762829742e-06,3.798534362350966e-05
plain,c1,0,128,300.0,1.2038701241702228e-06,5.3126848559482125e-06,2.7767294403911287e-05
plain,c1,0,128,400.0,8.823684220646315e-07,4.10438432949237e-06,2.1404290069526484e-05
plain,c1,0,128,500.0,6.495168027825961e-07,3.224445031353122e-06,1.6771741959548206e-05
plain,c1,0,128,600.0,5.236805095594909e-07,2.4527780130381616e-06,1.27875705747503e-05
plain,c1,0,128,700.0,4.862288042651978e-07,2.2197855703084986e-06,1.158515665580769e-05
