dataset,pair_count,straight_excess_median,straight_excess_q25,straight_excess_q75,straight_excess_bootstrap_ci_low,straight_excess_bootstrap_ci_high,straight_excess_max,student_path_error_median,student_path_error_max,resolution_gap_max,minimum_normalized_boundary_clearance,minimum_teacher_metric_eigenvalue,maximum_teacher_metric_condition_number
FashionMNIST,100,0.007514119097729477,0.0030770717517958346,0.014157849350765916,0.006314880081399243,0.010812185481924308,0.0463129332703347,0.0009715201338446611,0.002217261534788517,1.988552123632914e-06,0.09973095228770162,4.493706343531625,7.141228204619864
