method,rank,head_parameters,decoder_parameters,vae_parameters,teacher_head_parameters,head_compression,teacher_output_rmse,worst_local_length_distortion,p95_local_length_distortion,pass_5_percent,teacher_triplet_agreement,reconstruction_mse,reconstruction_psnr,minimum_teacher_metric_eigenvalue,weighted_svd_next_singular_value,geometry_covariance_multiplier,geometry_trace_weight,seed,teacher_epochs,teacher_train_examples,covariance_sample_count,metric_sample_count,reconstruction_sample_count
raw,47,40640,44992,153988,50960,1.2539370078740157,0.06861047645412535,0.11964821570696893,0.06571236280291408,False,0.9853333333333333,0.03813979083342253,14.186216930451124,2.868070361143945,1.755611491453153,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,48,41488,45840,154836,50960,1.2283069803316622,0.06801589819124197,0.1115068274054416,0.06260829629947787,False,0.9863333333333333,0.03805761891614293,14.19558386935191,2.868070361143945,1.7459424976360285,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,49,42336,46688,155684,50960,1.2037037037037037,0.06662948702252355,0.11064687547136409,0.06220476921813836,False,0.9861666666666666,0.03787202296620284,14.216814960517654,2.868070361143945,1.7289943571522723,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,50,43184,47536,156532,50960,1.1800666913671731,0.06504457599361135,0.10868359598688804,0.06168857173914962,False,0.9873333333333333,0.03769243205308809,14.237458393835258,2.868070361143945,1.7006390151722832,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,51,44032,48384,157380,50960,1.1573401162790697,0.06331129228109902,0.10370332265965498,0.059083645350026456,False,0.9876666666666667,0.037484406447144604,14.261493616691613,2.868070361143945,1.684295095158033,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,52,44880,49232,158228,50960,1.1354723707664884,0.06025438923609856,0.10351076426606987,0.058786426501943385,False,0.9886666666666667,0.03710327090016242,14.30587802749515,2.868070361143945,1.6761895919407412,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,53,45728,50080,159076,50960,1.1144156752974108,0.05939788496804638,0.10350213652711815,0.05824012512914896,False,0.9886666666666667,0.03699621424604854,14.318427142078317,2.868070361143945,1.656648929115612,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,54,46576,50928,159924,50960,1.0941257299896943,0.058791832565915456,0.10117203423503618,0.05688715749192956,False,0.9886666666666667,0.036920780365632934,14.327291282066184,2.868070361143945,1.6305474809995122,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,55,47424,51776,160772,50960,1.0745614035087718,0.0576694398246822,0.09825459712676887,0.05528335496537903,False,0.989,0.0368078769405303,14.340592317139723,2.868070361143945,1.5751998659607878,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,56,48272,52624,161620,50960,1.0556844547563806,0.05670420256302592,0.09810573647966736,0.055237089305278333,False,0.9883333333333333,0.036699325941768966,14.353419123816595,2.868070361143945,1.565140562633405,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,57,49120,53472,162468,50960,1.0374592833876222,0.056247803267092784,0.09810133361897933,0.05464159083961073,False,0.9886666666666667,0.0366429521074106,14.360095450393391,2.868070361143945,1.5382946618821676,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,58,49968,54320,163316,50960,1.0198527057316682,0.0539156261443513,0.09341078995107832,0.05175659270220656,False,0.99,0.036371269009203525,14.392415459598606,2.868070361143945,1.5213775937712244,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,59,50816,55168,164164,50960,1.0028337531486147,0.05267670380884661,0.0857606444886686,0.04855973702596438,False,0.9905,0.036220144725264004,14.410498187028555,2.868070361143945,1.4833178265352298,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,60,50960,55312,164308,50960,1.0,0.050745567348893066,0.07962572080825714,0.04523391866248282,False,0.9911666666666666,0.03600538910593992,14.436324913491214,2.868070361143945,1.4087744195965277,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,61,50960,55312,164308,50960,1.0,0.049327620308322134,0.07476717349192541,0.041882600881987496,False,0.9926666666666667,0.03583944043234313,14.45638779675168,2.868070361143945,1.3304120458399926,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,62,50960,55312,164308,50960,1.0,0.0454681426075846,0.05443169480490895,0.03275381354988878,False,0.9956666666666667,0.03549050782433722,14.4988778640249,2.868070361143945,1.2526833985006849,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,63,50960,55312,164308,50960,1.0,0.033082402629687056,0.029173434744178217,0.015344927140510223,True,0.9998333333333334,0.03440017719320023,14.634393203985018,2.868070361143945,1.1678047831916047,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
raw,64,50960,55312,164308,50960,1.0,5.106819049142001e-16,2.9223778952314206e-10,1.1970641700109742e-10,True,1.0,0.03323894547060474,14.78352762973429,2.868070361143945,0.0,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,1,1632,5984,114980,50960,31.225490196078432,0.17583067673492217,1.0,1.0,False,0.5843333333333334,0.0666955212667389,11.759033288188032,2.868070361143945,3.4809379541608463,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,2,2480,6832,115828,50960,20.548387096774192,0.12566497630309106,0.99991204657168,0.8993516579003966,False,0.6501666666666667,0.050854896006707465,12.936672294405689,2.868070361143945,2.1947340736772487,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,3,3328,7680,116676,50960,15.3125,0.09817113662160575,0.9954188400678649,0.82604735726407,False,0.7096666666666667,0.04447580642477845,13.51876168648057,2.868070361143945,1.6334566596162354,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,4,4176,8528,117524,50960,12.203065134099617,0.07846422291312449,0.6985308655107032,0.574685766264735,False,0.7841666666666667,0.040677941257473225,13.90641035177617,2.868070361143945,1.3646537662366356,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,5,5024,9376,118372,50960,10.143312101910828,0.06161662337813027,0.6896442778201575,0.47914120876384003,False,0.8356666666666667,0.03814857146799879,14.185217202302328,2.868070361143945,0.9790505800841242,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,6,5872,10224,119220,50960,8.678474114441418,0.050037576712461736,0.5668232045956507,0.3346096018088622,False,0.8753333333333333,0.03663070683244345,14.361547010332957,2.868070361143945,0.9348135181049626,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,7,6720,11072,120068,50960,7.583333333333333,0.03754347359114249,0.34771616439050324,0.24867892228129235,False,0.9191666666666667,0.03532434431495093,14.519258907120012,2.868070361143945,0.7259882775787031,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,8,7568,11920,120916,50960,6.733615221987315,0.026952064870807164,0.34017662605511834,0.20403601149088182,False,0.9361666666666667,0.034416351645178304,14.632351695792202,2.868070361143945,0.5043924632178646,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,9,8416,12768,121764,50960,6.055133079847908,0.020384582942418322,0.33993279638921814,0.16171651698496467,False,0.9485,0.03402248508643223,14.682339676221057,2.868070361143945,0.47952693448627015,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,10,9264,13616,122612,50960,5.500863557858376,0.011328852393453185,0.1715002509878224,0.05066636556905949,False,0.9913333333333333,0.033571242355883844,14.740325867138171,2.868070361143945,0.2469301902888561,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,11,10112,14464,123460,50960,5.0395569620253164,0.007297888833821973,0.10631277073784917,0.028316005776785384,False,0.9968333333333333,0.033405586178503165,14.76180903139265,2.868070361143945,0.1444159895790771,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,12,10960,15312,124308,50960,4.649635036496351,0.004953367462788984,0.07931487264713655,0.015803239607731254,False,0.9988333333333334,0.033301717508953735,14.77533367531933,2.868070361143945,0.0787189645125704,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,13,11808,16160,125156,50960,4.315718157181572,0.004091332838907815,0.04825420106180833,0.01251996417958845,True,0.9993333333333333,0.03328394577727009,14.77765194168672,2.868070361143945,0.0637329152397119,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,14,12656,17008,126004,50960,4.0265486725663715,0.0033988154771657743,0.02759082278983649,0.009319116763643612,True,1.0,0.03326904400638294,14.779596785035176,2.868070361143945,0.05231770839776109,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,15,13504,17856,126852,50960,3.773696682464455,0.00282424490245004,0.021484615507176286,0.0076392712547016005,True,1.0,0.03325684188076059,14.781189944093198,2.868070361143945,0.04215256640331126,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,16,14352,18704,127700,50960,3.550724637681159,0.002399529839075417,0.02086172631528249,0.0065875616995437775,True,1.0,0.033251406221904756,14.781899833984813,2.868070361143945,0.040187615223189366,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,17,15200,19552,128548,50960,3.3526315789473684,0.0019157396273987725,0.017808139114723565,0.005489371165390063,True,1.0,0.03324835401902263,14.78229849854104,2.868070361143945,0.03015808350420871,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,18,16048,20400,129396,50960,3.1754735792622135,0.001597644484333934,0.017397350104044973,0.004336200005272177,True,1.0,0.033244173372665824,14.782844614538481,2.868070361143945,0.023675453503028774,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,19,16896,21248,130244,50960,3.016098484848485,0.0013273854733839101,0.011907079487848304,0.003400700238468677,True,1.0,0.03324174063311175,14.783162433848185,2.868070361143945,0.019871316384469477,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,20,17744,22096,131092,50960,2.871956717763751,0.0011381119081111312,0.011678062247128751,0.0026316521143266757,True,1.0,0.033240932557585326,14.783268008045267,2.868070361143945,0.016741917733940296,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,21,18592,22944,131940,50960,2.7409638554216866,0.0009562392520058722,0.009536953488842204,0.0021662904330879184,True,1.0,0.03324008276889983,14.783379034790302,2.868070361143945,0.012326292058468498,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
value,22,19440,23792,132788,50960,2.6213991769547325,0.0008444822653765103,0.00805822815657764,0.0015285639700130303,True,1.0,0.03323971619714804,14.783426929065406,2.868070361143945,0.011418755078842347,5.827778402939916,4.0,20260730,12,30000,4096,1536,4000
