experiment,method,selected_seed,step,objective
mnist,free_2d_reference,0,530,0.014789071988843636
mnist,free_2d_reference,0,540,0.013979753465252607
mnist,free_2d_reference,0,550,0.014190828428119751
mnist,free_2d_reference,0,560,0.014161663332736312
mnist,free_2d_reference,0,570,0.013445087407827266
mnist,free_2d_reference,0,580,0.013557442274347426
mnist,free_2d_reference,0,590,0.013222068770507437
mnist,free_2d_reference,0,600,0.014008760090154837
mnist,free_2d_reference,0,610,0.013785812259725052
mnist,free_2d_reference,0,620,0.014234598374588635
mnist,free_2d_reference,0,630,0.014437892215788155
mnist,free_2d_reference,0,640,0.014279862796115353
mnist,free_2d_reference,0,650,0.01473763689839778
mnist,free_2d_reference,0,660,0.017238042479003051
mnist,free_2d_reference,0,670,0.060057360445098781
mnist,free_2d_reference,0,680,0.13633935867808614
mnist,free_2d_reference,0,690,0.08651521503939992
mnist,free_2d_reference,0,700,0.13693973912744126
mnist,free_2d_reference,0,710,0.18337042851995369
mnist,free_2d_reference,0,720,0.10698138661373627
mnist,free_2d_reference,0,730,0.088709989742155299
mnist,free_2d_reference,0,740,0.17970352179375951
mnist,free_2d_reference,0,750,0.12224930307977441
mnist,free_2d_reference,0,760,0.071525261896477052
mnist,free_2d_reference,0,770,0.045421842617771511
mnist,free_2d_reference,0,780,0.024863095348738498
mnist,free_2d_reference,0,790,0.016881352240843212
mnist,free_2d_reference,0,800,0.013473649101729986
mnist,free_2d_reference,0,810,0.01212536524719119
mnist,free_2d_reference,0,820,0.011517983151431975
mnist,free_2d_reference,0,830,0.011288264238547216
mnist,free_2d_reference,0,840,0.011221252019764802
mnist,free_2d_reference,0,850,0.011194180186557405
mnist,free_2d_reference,0,860,0.011183716391412199
mnist,free_2d_reference,0,870,0.01117947228665319
mnist,free_2d_reference,0,880,0.011186348350362394
mnist,free_2d_reference,0,890,0.011854333963979887
mnist,free_2d_reference,0,900,0.011419159219302066
mnist,free_2d_reference,0,910,0.011193244448620732
mnist,free_2d_reference,0,920,0.011183027907890797
mnist,free_2d_reference,0,930,0.011173692070043243
mnist,free_2d_reference,0,940,0.011166729227157095
mnist,free_2d_reference,0,950,0.011163503370968794
mnist,free_2d_reference,0,960,0.011212891248409745
mnist,free_2d_reference,0,970,0.011677025059647874
mnist,free_2d_reference,0,980,0.011164055687474281
mnist,free_2d_reference,0,990,0.011345083043362963
mnist,free_2d_reference,0,1000,0.011151597596225138
mnist,free_2d_reference,0,1010,0.011220763224525251
mnist,free_2d_reference,0,1020,0.011597600673239459
mnist,free_2d_reference,0,1030,0.011367029102823533
mnist,free_2d_reference,0,1040,0.011277986149794587
mnist,free_2d_reference,0,1050,0.011749072412687793
mnist,free_2d_reference,0,1060,0.011303870713255598
mnist,free_2d_reference,0,1070,0.0112714224359238
mnist,free_2d_reference,0,1080,0.01251982547802543
mnist,free_2d_reference,0,1090,0.011579364526030622
mnist,free_2d_reference,0,1100,0.011605909698685701
mnist,free_2d_reference,0,1110,0.011934645052132436
mnist,free_2d_reference,0,1120,0.011411635624414242
mnist,free_2d_reference,0,1130,0.011574212693575345
mnist,free_2d_reference,0,1140,0.011333580375624182
mnist,free_2d_reference,0,1150,0.012784654724099068
mnist,free_2d_reference,0,1160,0.011443833069433531
mnist,free_2d_reference,0,1170,0.011749608650830429
mnist,free_2d_reference,0,1180,0.011682214412593064
mnist,free_2d_reference,0,1190,0.011858125184068712
mnist,free_2d_reference,0,1199,0.011599441482200034
mnist,free_2d_reference,0,1200,0.011151597596225138
mnist,free_2d_reference,0,1205,0.011146745219034767
mnist,free_2d_reference,0,1210,0.01114638327995713
mnist,free_2d_reference,0,1215,0.011145452258489012
mnist,free_2d_reference,0,1220,0.01114306273396665
mnist,free_2d_reference,0,1225,0.011140424956724883
mnist,free_2d_reference,0,1230,0.01113803310991175
mnist,free_2d_reference,0,1235,0.011136826457551888
mnist,free_2d_reference,0,1240,0.011135902834447382
mnist,free_2d_reference,0,1245,0.011135013510365322
mnist,free_2d_reference,0,1250,0.011134375306934775
mnist,free_2d_reference,0,1255,0.011134096448482417
mnist,free_2d_reference,0,1260,0.01113392209534605
mnist,free_2d_reference,0,1265,0.01113385725357436
mnist,free_2d_reference,0,1270,0.011133800824457068
mnist,free_2d_reference,0,1275,0.011133737440986505
mnist,free_2d_reference,0,1280,0.011133679901354653
mnist,free_2d_reference,0,1285,0.011133630268720416
mnist,free_2d_reference,0,1290,0.011133590273467667
mnist,free_2d_reference,0,1295,0.011133563082947568
mnist,free_2d_reference,0,1300,0.011133550243730356
mnist,free_2d_reference,0,1305,0.011133542737521301
mnist,free_2d_reference,0,1310,0.011133537343269762
mnist,free_2d_reference,0,1315,0.011133531423856504
mnist,free_2d_reference,0,1320,0.011133524950219287
mnist,free_2d_reference,0,1325,0.011133521061968452
mnist,free_2d_reference,0,1330,0.011133518605336073
mnist,free_2d_reference,0,1335,0.011133517089875726
mnist,free_2d_reference,0,1340,0.011133516089707763
mnist,free_2d_reference,0,1345,0.011133515559238119
mnist,free_2d_reference,0,1350,0.011133515067101248
mnist,free_2d_reference,0,1355,0.011133514847931882
mnist,free_2d_reference,0,1360,0.011133514730070831
mnist,free_2d_reference,0,1365,0.011133514641140303
mnist,free_2d_reference,0,1370,0.011133514568441038
mnist,free_2d_reference,0,1375,0.011133514506709682
mnist,free_2d_reference,0,1380,0.011133514453206209
mnist,free_2d_reference,0,1385,0.011133514406323692
mnist,free_2d_reference,0,1390,0.011133514365087577
mnist,free_2d_reference,0,1395,0.011133514328968717
mnist,free_2d_reference,0,1400,0.011133514297849948
mnist,free_2d_reference,0,1405,0.011133514272108406
mnist,free_2d_reference,0,1410,0.011133514227755435
mnist,free_2d_reference,0,1415,0.011133514197982216
mnist,free_2d_reference,0,1420,0.011133514157530857
mnist,free_2d_reference,0,1425,0.011133514135254511
mnist,free_2d_reference,0,1430,0.011133514108938699
mnist,smooth_3d,1,0,0.0704706981820407
mnist,smooth_3d,1,10,0.1161915083187494
mnist,smooth_3d,1,20,0.13292283826400267
mnist,smooth_3d,1,30,0.15284879002350776
mnist,smooth_3d,1,40,0.17541971467299616
mnist,smooth_3d,1,50,0.15572958205411958
mnist,smooth_3d,1,60,0.15791984205556023
mnist,smooth_3d,1,70,0.19894759831114209
mnist,smooth_3d,1,80,0.20076109287986477
mnist,smooth_3d,1,90,0.19510692883185551
mnist,smooth_3d,1,100,0.20325170095909723
mnist,smooth_3d,1,110,0.16932815554805006
mnist,smooth_3d,1,120,0.17565765288624971
mnist,smooth_3d,1,130,0.17901713446301976
mnist,smooth_3d,1,140,0.198386917671662
mnist,smooth_3d,1,150,0.21870002824457008
mnist,smooth_3d,1,160,0.21285053552215624
mnist,smooth_3d,1,170,0.21013269152086581
mnist,smooth_3d,1,180,0.28432128746565938
mnist,smooth_3d,1,190,0.20745606733321176
mnist,smooth_3d,1,200,0.28465259875162985
mnist,smooth_3d,1,210,0.28341237478478049
mnist,smooth_3d,1,220,0.25271724817833224
mnist,smooth_3d,1,230,0.21097159183150557
mnist,smooth_3d,1,240,0.26005308825055351
mnist,smooth_3d,1,250,0.23278058762536949
mnist,smooth_3d,1,260,0.2739686434047871
mnist,smooth_3d,1,270,0.27736406868194841
mnist,smooth_3d,1,280,0.24871933131264248
mnist,smooth_3d,1,290,0.3320695220264801
mnist,smooth_3d,1,300,0.28076631340742497
mnist,smooth_3d,1,310,0.39737523535495262
mnist,smooth_3d,1,320,0.36518211236201198
mnist,smooth_3d,1,330,0.36023236457680224
mnist,smooth_3d,1,340,0.31154501290499537
mnist,smooth_3d,1,350,0.24306720525672615
mnist,smooth_3d,1,360,0.26682516161226172
mnist,smooth_3d,1,370,0.30377646499893302
mnist,smooth_3d,1,380,0.41420992313096106
mnist,smooth_3d,1,390,0.30897198368477435
mnist,smooth_3d,1,400,0.34227925186204328
mnist,smooth_3d,1,410,0.39986919349545708
mnist,smooth_3d,1,420,0.34253606291747912
mnist,smooth_3d,1,430,0.51849913811655401
mnist,smooth_3d,1,440,0.4407657319909643
mnist,smooth_3d,1,450,0.30564650410621763
mnist,smooth_3d,1,460,0.4314876322389456
mnist,smooth_3d,1,470,0.41343095199974578
mnist,smooth_3d,1,480,0.42528668354078952
mnist,smooth_3d,1,490,0.64159671119027761
mnist,smooth_3d,1,500,0.46655745094942153
mnist,smooth_3d,1,510,0.46197562187163815
mnist,smooth_3d,1,520,0.51961595994736121
mnist,smooth_3d,1,530,0.46902450648733451
mnist,smooth_3d,1,540,0.50403433116389817
mnist,smooth_3d,1,550,0.42359408535923293
mnist,smooth_3d,1,560,0.49465358419781619
mnist,smooth_3d,1,570,0.36438479551158676
mnist,smooth_3d,1,580,0.58689948224661614
mnist,smooth_3d,1,590,0.37090635568687808
mnist,smooth_3d,1,600,0.46785123024287412
mnist,smooth_3d,1,610,0.38372001225351277
mnist,smooth_3d,1,620,0.38458411572068518
mnist,smooth_3d,1,630,0.4003592531442709
mnist,smooth_3d,1,640,0.41830516496220799
mnist,smooth_3d,1,650,0.36797269227069734
mnist,smooth_3d,1,660,0.48867832268160938
mnist,smooth_3d,1,670,0.48411240406793643
mnist,smooth_3d,1,680,0.52906101430223762
mnist,smooth_3d,1,690,0.42109617779822617
mnist,smooth_3d,1,700,0.45902338731133668
mnist,smooth_3d,1,710,0.46133665163123677
mnist,smooth_3d,1,720,0.45161490283096029
mnist,smooth_3d,1,730,0.42451977442842964
mnist,smooth_3d,1,740,0.48216882443536224
mnist,smooth_3d,1,750,0.57294668057374598
mnist,smooth_3d,1,760,0.48143470183528358
mnist,smooth_3d,1,770,0.40105924409854266
mnist,smooth_3d,1,780,0.42447375808139881
mnist,smooth_3d,1,790,0.36297581210228191
mnist,smooth_3d,1,800,0.54536184121636699
mnist,smooth_3d,1,810,0.44070893760733865
mnist,smooth_3d,1,820,0.49683720620510685
mnist,smooth_3d,1,830,0.40302977596755807
mnist,smooth_3d,1,840,0.52117624036774146
mnist,smooth_3d,1,850,0.43050832738867334
mnist,smooth_3d,1,860,0.43219802373433036
mnist,smooth_3d,1,870,0.5021882689283933
mnist,smooth_3d,1,880,0.48915658837793158
mnist,smooth_3d,1,890,0.42057541190884945
mnist,smooth_3d,1,900,0.39324915467684346
mnist,smooth_3d,1,910,0.35124566408200825
mnist,smooth_3d,1,920,0.44449751146235111
mnist,smooth_3d,1,930,0.41670081836262385
mnist,smooth_3d,1,940,0.29748807106381842
mnist,smooth_3d,1,950,0.34640565693830172
mnist,smooth_3d,1,960,0.34667869872330404
mnist,smooth_3d,1,970,0.37926304673171851
mnist,smooth_3d,1,980,0.34970357810714209
mnist,smooth_3d,1,990,0.37197866783177475
mnist,smooth_3d,1,1000,0.35484013182685575
mnist,smooth_3d,1,1010,0.33213461377572878
mnist,smooth_3d,1,1020,0.32260897965952778
mnist,smooth_3d,1,1030,0.24630151301221631
mnist,smooth_3d,1,1040,0.29197228368861022
mnist,smooth_3d,1,1050,0.39841293279994727
mnist,smooth_3d,1,1060,0.36869143460255005
mnist,smooth_3d,1,1070,0.29249835337421615
mnist,smooth_3d,1,1080,0.31736420276938554
mnist,smooth_3d,1,1090,0.32017172150962786
mnist,smooth_3d,1,1100,0.33150541797524585
mnist,smooth_3d,1,1110,0.29397127838627807
mnist,smooth_3d,1,1120,0.35920093183207824
mnist,smooth_3d,1,1130,0.33593387441156169
mnist,smooth_3d,1,1140,0.28886082915093403
mnist,smooth_3d,1,1150,0.35407500832075905
mnist,smooth_3d,1,1160,0.305031463275384
mnist,smooth_3d,1,1170,0.31691698347539671
mnist,smooth_3d,1,1180,0.33275345370422721
mnist,smooth_3d,1,1190,0.51802528080179377
mnist,smooth_3d,1,1200,0.40236470053689743
mnist,smooth_3d,1,1210,0.34123305811777388
mnist,smooth_3d,1,1220,0.34439635742949054
mnist,smooth_3d,1,1230,0.38112954555751166
mnist,smooth_3d,1,1240,0.39518285417553356
mnist,smooth_3d,1,1250,0.40202022924986197
mnist,smooth_3d,1,1260,0.34690775166097521
mnist,smooth_3d,1,1270,0.358804842298584
mnist,smooth_3d,1,1280,0.39129005614833828
mnist,smooth_3d,1,1290,0.37824549192718099
mnist,smooth_3d,1,1300,0.44752086050381662
mnist,smooth_3d,1,1310,0.44393184574729894
mnist,smooth_3d,1,1320,0.31515030902934388
mnist,smooth_3d,1,1330,0.38828326425793058
mnist,smooth_3d,1,1340,0.33129056915835209
mnist,smooth_3d,1,1350,0.30675168596895275
mnist,smooth_3d,1,1360,0.39202479050884209
mnist,smooth_3d,1,1370,0.32254976216693543
mnist,smooth_3d,1,1380,0.42471257495151649
mnist,smooth_3d,1,1390,0.28612796053490791
mnist,smooth_3d,1,1400,0.39486063190609372
mnist,smooth_3d,1,1410,0.31321352645164968
mnist,smooth_3d,1,1420,0.42923278658169434
mnist,smooth_3d,1,1430,0.42451351823089817
mnist,smooth_3d,1,1440,0.44151766456593944
mnist,smooth_3d,1,1450,0.4248194211594381
mnist,smooth_3d,1,1460,0.30965383055293483
mnist,smooth_3d,1,1470,0.50053936926685383
mnist,smooth_3d,1,1480,0.36906530552399175
mnist,smooth_3d,1,1490,0.40171622051780248
mnist,smooth_3d,1,1500,0.40492711871620213
mnist,smooth_3d,1,1510,0.30024948595201145
mnist,smooth_3d,1,1520,0.39962463253737607
mnist,smooth_3d,1,1530,0.38326518331269399
mnist,smooth_3d,1,1540,0.36901060377396705
mnist,smooth_3d,1,1550,0.3874559621155344
mnist,smooth_3d,1,1560,0.36531267454738037
mnist,smooth_3d,1,1570,0.34516599043419383
mnist,smooth_3d,1,1580,0.46511191886611603
mnist,smooth_3d,1,1590,0.47309901425097323
mnist,smooth_3d,1,1600,0.36946809217696297
mnist,smooth_3d,1,1610,0.32716721156680556
mnist,smooth_3d,1,1620,0.34328733223029173
mnist,smooth_3d,1,1630,0.35252989493229009
mnist,smooth_3d,1,1640,0.4356990118597957
mnist,smooth_3d,1,1650,0.42695741532235032
mnist,smooth_3d,1,1660,0.35609519804369466
mnist,smooth_3d,1,1670,0.32761075655767102
mnist,smooth_3d,1,1680,0.39637687073338179
mnist,smooth_3d,1,1690,0.36281692356317891
mnist,smooth_3d,1,1700,0.38675340397878327
mnist,smooth_3d,1,1710,0.3766055757133141
mnist,smooth_3d,1,1720,0.4198545830370955
mnist,smooth_3d,1,1730,0.40791716965682495
mnist,smooth_3d,1,1740,0.38192537530842186
mnist,smooth_3d,1,1750,0.41463092020062847
mnist,smooth_3d,1,1760,0.40857622573165325
mnist,smooth_3d,1,1770,0.32550814201113898
mnist,smooth_3d,1,1780,0.39361491472089283
mnist,smooth_3d,1,1790,0.42242800172393691
mnist,smooth_3d,1,1799,0.44823880521785175
mnist,smooth_3d,1,1800,0.0704706981820407
mnist,smooth_3d,1,1805,0.068761804146160371
mnist,smooth_3d,1,1810,0.064208679897790444
mnist,smooth_3d,1,1815,0.061655794810924834
mnist,smooth_3d,1,1820,0.058210355661633677
mnist,smooth_3d,1,1825,0.055981168161035655
mnist,smooth_3d,1,1830,0.051932036591639516
mnist,smooth_3d,1,1835,0.050338021057309806
mnist,smooth_3d,1,1840,0.049795996264386154
mnist,smooth_3d,1,1845,0.049021131490755064
mnist,smooth_3d,1,1850,0.045640071542069983
mnist,smooth_3d,1,1855,0.043562728572887628
mnist,smooth_3d,1,1860,0.042107685183873977
mnist,smooth_3d,1,1865,0.038861695345551589
mnist,smooth_3d,1,1870,0.037575709580755581
mnist,smooth_3d,1,1875,0.036512274536478831
mnist,smooth_3d,1,1880,0.035379938095554189
mnist,smooth_3d,1,1885,0.03449067650035003
mnist,smooth_3d,1,1890,0.034478312758938874
mnist,smooth_3d,1,1895,0.032290520289112883
mnist,smooth_3d,1,1900,0.031277996219582362
mnist,smooth_3d,1,1905,0.030240225596472593
mnist,smooth_3d,1,1910,0.029391404413762347
mnist,smooth_3d,1,1915,0.028807580342195299
mnist,smooth_3d,1,1920,0.02804605727735477
mnist,smooth_3d,1,1925,0.027163853151413713
mnist,smooth_3d,1,1930,0.026279731826550669
mnist,smooth_3d,1,1935,0.025736948278390043
mnist,smooth_3d,1,1940,0.027553611721258309
mnist,smooth_3d,1,1945,0.024933300802159716
mnist,smooth_3d,1,1950,0.02493109940326297
mnist,smooth_3d,1,1955,0.024208111418741029
mnist,smooth_3d,1,1960,0.023077626972714343
mnist,smooth_3d,1,1965,0.022590448726285649
mnist,smooth_3d,1,1970,0.022365658536223527
mnist,smooth_3d,1,1975,0.022807699927433263
mnist,smooth_3d,1,1980,0.021511229407409047
mnist,smooth_3d,1,1985,0.020560516908063611
mnist,smooth_3d,1,1990,0.020161714183810155
mnist,smooth_3d,1,1995,0.019340257161626375
mnist,smooth_3d,1,2000,0.018909012508376313
mnist,smooth_3d,1,2005,0.018127242320384245
mnist,smooth_3d,1,2010,0.017751914899347472
mnist,smooth_3d,1,2015,0.017916235410091418
mnist,smooth_3d,1,2020,0.017213408170276973
mnist,smooth_3d,1,2025,0.016833492190702976
mnist,smooth_3d,1,2030,0.018334435164627471
mnist,smooth_3d,1,2035,0.015929662237337931
mnist,smooth_3d,1,2040,0.015487996664731357
mnist,smooth_3d,1,2045,0.015441799694564638
mnist,smooth_3d,1,2050,0.015150394533594246
mnist,smooth_3d,1,2055,0.014877553974711013
mnist,smooth_3d,1,2060,0.014544861549740409
mnist,smooth_3d,1,2065,0.014114549047602988
mnist,smooth_3d,1,2070,0.013859254918746676
mnist,smooth_3d,1,2075,0.013633174900972071
mnist,smooth_3d,1,2080,0.013578761775387015
mnist,smooth_3d,1,2085,0.013414257215073128
mnist,smooth_3d,1,2090,0.013365535095159224
mnist,smooth_3d,1,2095,0.013261336983676481
mnist,smooth_3d,1,2100,0.013164174488246808
mnist,smooth_3d,1,2105,0.013267223701099619
mnist,smooth_3d,1,2110,0.013082364351516277
mnist,smooth_3d,1,2115,0.013025306609377845
mnist,smooth_3d,1,2120,0.012955275571573617
mnist,smooth_3d,1,2124,0.012891813646829219
mnist,free_3d,1,0,0.49615381035438366
mnist,free_3d,1,10,0.042699235635656071
mnist,free_3d,1,20,0.016758065438608531
mnist,free_3d,1,30,0.0083102345978670455
mnist,free_3d,1,40,0.0044583387056245059
mnist,free_3d,1,50,0.0027784151991562906
mnist,free_3d,1,60,0.0020144317855051341
mnist,free_3d,1,70,0.0016203989938639741
mnist,free_3d,1,80,0.0013734114293828157
mnist,free_3d,1,90,0.001181616676269617
mnist,free_3d,1,100,0.0010247575680437453
mnist,free_3d,1,110,0.00087527715352893971
mnist,free_3d,1,120,0.0007554465977417927
mnist,free_3d,1,130,0.00068222137341096415
mnist,free_3d,1,140,0.00063045052390872712
mnist,free_3d,1,150,0.00058841054621100962
mnist,free_3d,1,160,0.00055159099351561464
mnist,free_3d,1,170,0.00051832263313676414
mnist,free_3d,1,180,0.0004871645062919605
mnist,free_3d,1,190,0.00045677577790334946
mnist,free_3d,1,200,0.00042744439160045998
mnist,free_3d,1,210,0.00040008235835341618
mnist,free_3d,1,220,0.00037479827139808979
mnist,free_3d,1,230,0.00035078974879640911
mnist,free_3d,1,240,0.00032853769171978817
mnist,free_3d,1,250,0.00030753050857291661
mnist,free_3d,1,260,0.0002872866494964301
mnist,free_3d,1,270,0.00027235981271835129
mnist,free_3d,1,280,0.00025599828221265939
mnist,free_3d,1,290,0.00024056087981382652
mnist,free_3d,1,300,0.00022117177187524673
mnist,free_3d,1,310,0.00020820095233864224
mnist,free_3d,1,320,0.00019414958034710743
mnist,free_3d,1,330,0.00018093320263918414
mnist,free_3d,1,340,0.00017026370478304226
mnist,free_3d,1,350,0.00016061503432193353
mnist,free_3d,1,360,0.00015094086271035559
mnist,free_3d,1,370,0.00013883500276610551
mnist,free_3d,1,380,0.00012748430586205365
mnist,free_3d,1,390,0.00011957337954143942
mnist,free_3d,1,400,0.00011136265911249915
mnist,free_3d,1,410,0.00018430081589286871
mnist,free_3d,1,420,0.00011891251662483509
mnist,free_3d,1,430,0.00010089417933602266
mnist,free_3d,1,440,8.2472572924617219e-05
mnist,free_3d,1,450,7.2445252671283258e-05
mnist,free_3d,1,460,7.0774334114900443e-05
mnist,free_3d,1,470,5.7902520801384049e-05
mnist,free_3d,1,480,5.6580715466376334e-05
mnist,free_3d,1,490,5.0318767799609253e-05
mnist,free_3d,1,500,4.9083442443461951e-05
mnist,free_3d,1,510,6.2683740526367436e-05
mnist,free_3d,1,520,4.3892219200837134e-05
mnist,free_3d,1,530,3.9440657966976417e-05
mnist,free_3d,1,540,6.5221788429908997e-05
mnist,free_3d,1,550,4.5701144970780777e-05
mnist,free_3d,1,560,0.00012185125177149492
mnist,free_3d,1,570,3.8195374885831582e-05
mnist,free_3d,1,580,4.1845594338508574e-05
mnist,free_3d,1,590,3.2150848311769052e-05
mnist,free_3d,1,600,2.58843464757606e-05
mnist,free_3d,1,610,6.1353524363157204e-05
mnist,free_3d,1,620,5.3969573976333189e-05
mnist,free_3d,1,630,4.0572916062539698e-05
mnist,free_3d,1,640,7.0985884574726116e-05
mnist,free_3d,1,650,4.0900280669127742e-05
mnist,free_3d,1,660,2.9929442541410656e-05
mnist,free_3d,1,670,2.5467010919584774e-05
mnist,free_3d,1,680,2.8858741502527467e-05
mnist,free_3d,1,690,7.7514680228003025e-05
mnist,free_3d,1,700,5.2175264404691935e-05
mnist,free_3d,1,710,3.3883607657150503e-05
mnist,free_3d,1,720,4.3677023022294637e-05
mnist,free_3d,1,730,7.363975323560726e-05
mnist,free_3d,1,740,0.0001655459137489391
mnist,free_3d,1,750,7.9043697418903602e-05
mnist,free_3d,1,760,9.2610285048910768e-05
mnist,free_3d,1,770,0.00012050635610659334
mnist,free_3d,1,780,7.7842207515063704e-05
mnist,free_3d,1,790,6.5039855931064319e-05
mnist,free_3d,1,800,3.7627610852372439e-05
mnist,free_3d,1,810,0.0001049016719796004
mnist,free_3d,1,820,5.3064393218876574e-05
mnist,free_3d,1,830,0.00011793953030936272
mnist,free_3d,1,840,7.2031165219270016e-05
mnist,free_3d,1,850,4.964948121026214e-05
mnist,free_3d,1,860,9.6743111404647963e-05
mnist,free_3d,1,870,6.5817723639039516e-05
mnist,free_3d,1,880,4.6385441714008487e-05
mnist,free_3d,1,890,0.00012983040810064119
mnist,free_3d,1,900,0.00012962668050883487
mnist,free_3d,1,910,0.0001820602281258117
mnist,free_3d,1,920,7.8095408240079183e-05
mnist,free_3d,1,930,7.5852527071661765e-05
mnist,free_3d,1,940,9.6753638476191635e-05
mnist,free_3d,1,950,7.016806184020163e-05
mnist,free_3d,1,960,9.4590730986019166e-05
mnist,free_3d,1,970,0.00017668246771054101
mnist,free_3d,1,980,9.3615102076240626e-05
mnist,free_3d,1,990,0.00013652451978849277
mnist,free_3d,1,1000,6.6073546224232433e-05
mnist,free_3d,1,1010,9.7328645123663868e-05
mnist,free_3d,1,1020,0.00014077950614529774
mnist,free_3d,1,1030,0.00015095864787763612
mnist,free_3d,1,1040,0.00018460297651179164
mnist,free_3d,1,1050,0.00010131530154260264
mnist,free_3d,1,1060,7.2276178730327193e-05
mnist,free_3d,1,1070,8.13581791426572e-05
mnist,free_3d,1,1080,9.9332919541778012e-05
mnist,free_3d,1,1090,0.00017739456486666014
mnist,free_3d,1,1100,0.00012877390214606504
mnist,free_3d,1,1110,0.00013597047936383209
mnist,free_3d,1,1120,0.00018388869495465375
mnist,free_3d,1,1130,9.3823363725058711e-05
mnist,free_3d,1,1140,8.8888506554465752e-05
mnist,free_3d,1,1150,0.00011100724296952775
mnist,free_3d,1,1160,0.00026400409039937785
mnist,free_3d,1,1170,0.00019327681317127539
mnist,free_3d,1,1180,0.00017360956338664807
mnist,free_3d,1,1190,8.4902032842975336e-05
mnist,free_3d,1,1200,9.5575314179332987e-05
mnist,free_3d,1,1210,0.00021845699430311731
mnist,free_3d,1,1220,0.00014880038270850387
mnist,free_3d,1,1230,0.00021197603415463006
mnist,free_3d,1,1240,0.0001716999319347793
mnist,free_3d,1,1250,0.00019980725852421143
mnist,free_3d,1,1260,0.00010968373556581361
mnist,free_3d,1,1270,8.4661788242624365e-05
mnist,free_3d,1,1280,0.00012518514213235107
mnist,free_3d,1,1290,0.00021024778769959402
mnist,free_3d,1,1300,0.00013807074462067991
mnist,free_3d,1,1310,0.00021813804269467304
mnist,free_3d,1,1320,0.00016886817928479201
mnist,free_3d,1,1330,0.00011247232345694855
mnist,free_3d,1,1340,0.00010545432371570257
mnist,free_3d,1,1350,0.00030479241700717084
mnist,free_3d,1,1360,0.00022002007714169261
mnist,free_3d,1,1370,0.00020378445983783942
mnist,free_3d,1,1380,9.2983451781609858e-05
mnist,free_3d,1,1390,9.8023055359133164e-05
mnist,free_3d,1,1400,7.9291651525143593e-05
mnist,free_3d,1,1410,0.00015621975377042135
mnist,free_3d,1,1420,0.00035303505596671387
mnist,free_3d,1,1430,0.00022143104714800782
mnist,free_3d,1,1440,0.00018149015527170267
mnist,free_3d,1,1450,0.00011076625187043215
mnist,free_3d,1,1460,0.00021849121829487951
mnist,free_3d,1,1470,0.00013740393721569391
mnist,free_3d,1,1480,0.00014513710003693418
mnist,free_3d,1,1490,0.00042581044732197513
mnist,free_3d,1,1500,0.00020750231539419802
mnist,free_3d,1,1510,0.00017891386992276176
mnist,free_3d,1,1520,0.00010832009943616162
mnist,free_3d,1,1530,0.0001129889048025643
mnist,free_3d,1,1540,0.00018086867170008953
mnist,free_3d,1,1550,0.00021934561955185954
mnist,free_3d,1,1560,0.00016300335923477135
mnist,free_3d,1,1570,0.00019369966135171818
mnist,free_3d,1,1580,0.0001836738673574874
mnist,free_3d,1,1590,0.00017105587552247733
mnist,free_3d,1,1600,0.00017039721612205493
mnist,free_3d,1,1610,0.00020392887682286448
mnist,free_3d,1,1620,0.00027237420530491709
mnist,free_3d,1,1630,0.00013085269049709007
mnist,free_3d,1,1640,0.0001538478317443459
mnist,free_3d,1,1650,0.00032777651465255695
mnist,free_3d,1,1660,0.0002371781414563176
mnist,free_3d,1,1670,0.00022490199343648404
mnist,free_3d,1,1680,0.00016694479180656024
mnist,free_3d,1,1690,9.2286116959432147e-05
mnist,free_3d,1,1700,0.00017248209808246639
mnist,free_3d,1,1710,0.0002883566600261033
mnist,free_3d,1,1720,0.00018137925070321517
mnist,free_3d,1,1730,0.00024122497508936286
mnist,free_3d,1,1740,0.00012634619325316336
mnist,free_3d,1,1750,0.00013565757870643549
mnist,free_3d,1,1760,0.00036672592998821066
mnist,free_3d,1,1770,0.0002340250431193715
mnist,free_3d,1,1780,0.00015750701626817592
mnist,free_3d,1,1790,0.00011035703067632801
mnist,free_3d,1,1799,0.00015569400429445724
mnist,free_3d,1,1800,2.3682371023771e-05
mnist,free_3d,1,1805,1.5831397206746564e-05
mnist,free_3d,1,1810,1.5683135840154807e-05
mnist,free_3d,1,1815,1.497819796531395e-05
mnist,free_3d,1,1820,1.2868252676343593e-05
mnist,free_3d,1,1825,1.1096244365388913e-05
mnist,free_3d,1,1830,9.576509678937482e-06
mnist,free_3d,1,1835,8.4242134030359932e-06
mnist,free_3d,1,1840,7.4348139329302053e-06
mnist,free_3d,1,1845,6.4306797901971967e-06
mnist,free_3d,1,1850,5.7163217858000797e-06
mnist,free_3d,1,1855,5.0390794377540707e-06
mnist,free_3d,1,1860,4.59112268445446e-06
mnist,free_3d,1,1865,4.210351266182929e-06
mnist,free_3d,1,1870,3.8222227624940385e-06
mnist,free_3d,1,1875,3.4282857598750896e-06
mnist,free_3d,1,1880,2.9636531645689622e-06
mnist,free_3d,1,1885,2.6040706917010031e-06
mnist,free_3d,1,1890,2.2608794151435668e-06
mnist,free_3d,1,1895,1.9258210521287998e-06
mnist,free_3d,1,1900,1.6930909167315851e-06
mnist,free_3d,1,1905,1.5273276152776151e-06
mnist,free_3d,1,1910,1.3810088153409387e-06
