x,y,z
0.05244348891,0,1.047200467
-0.02600404012,-0.05073337479,1.076318958
0.03110541557,0.09995455572,1.055120825
0.08848072505,-0.09551254912,1.033824011
-0.09411240499,0.02394108005,1.101599713
0.1387423471,0.08190945684,1.015167687
-0.01166350603,-0.1606600221,1.070995977
-0.04550675979,0.1588866854,1.083558061
0.1853030121,-0.06546753247,0.9978850995
-0.2269229281,-0.1139332322,1.055495798
0.1083311056,0.1924081773,1.026455862
0.08842335768,-0.2122151909,1.033845305
-0.145727926,0.1162943362,1.120758584
0.2383021853,0.05176141147,0.978212639
-0.1742181914,-0.232351261,1.025987274
0.003645267439,0.2561593586,1.065313601
0.2126299011,-0.1717280969,0.9877417876
-0.3155774188,-0.04928751184,1.039923735
0.2107147095,0.1989570409,0.9884526767
-0.05750381266,-0.3296267316,1.0405903
-0.1306652843,0.227844426,1.115167568
0.3018099369,-0.04051278781,0.9546395593
-0.275759615,-0.1964313794,0.9896751025
0.0998503551,0.3096755498,1.029603783
0.1809154365,-0.2810989456,0.9995136987
-0.373814607,0.0463260437,1.055452916
0.3094174134,0.1412101513,0.9518157835
-0.1561291442,-0.3380316031,0.9843385567
-0.1100904484,0.4192133679,1.023605485
0.3189807555,-0.1650502521,0.9482660211
-0.3727733692,-0.1139935283,0.9783036248
0.2185241253,0.3080789867,0.9855539442
0.1005025937,-0.366492479,1.029361683
-0.3887578702,0.1482444699,1.096942684
0.3818678658,0.03160372653,0.9249233137
-0.2745991118,-0.2950111072,0.9425116189
0.007204703187,0.4535548551,0.9766389332
0.2840834365,-0.295138837,0.9612193577
-0.4441926779,-0.00155855443,0.9950113701
0.3362531964,0.2469995996,0.9418547624
-0.1033250569,-0.4336694726,0.9659231808
-0.2143353319,0.4506924119,1.000108981
0.4110685773,-0.1118410079,0.9140844683
-0.3914427011,-0.2052236702,0.9242110974
0.1552562525,0.4614095109,0.9547022555
0.1994279335,-0.4048690716,0.9926421506
-0.4739012677,0.1206465948,1.038521586
0.4307460202,0.1314500986,0.9067805106
-0.2379897114,-0.3980572674,0.9119378705
-0.09094683819,0.4969474404,0.9400440283
0.3872867208,-0.265980638,0.9229119198
-0.4856922745,-0.0808624348,0.934620528
0.3261318813,0.3562165536,0.9456116356
-0.0280857736,-0.51313166,0.9672169382
-0.3232956259,0.4630356791,0.9971830414
0.4832925249,-0.02451937497,0.8872760735
-0.3763680935,-0.3112518824,0.8807989771
0.07037603104,0.5167480711,0.9043119717
0.3093052643,-0.4053540411,0.9518574115
-0.5395326783,0.05984171955,0.9743293707
0.447743448,0.2464378325,0.9004713324
-0.1737682389,-0.4959588254,0.8984658081
-0.2051090711,0.5246864789,0.9213986652
0.4813189074,-0.1996945409,0.8880086493
-0.4971450539,-0.182636568,0.8792357262
0.2477103661,0.5053235564,0.8999571765
0.1924320806,-0.586289829,0.9217843265
-0.611470234,0.3167667331,0.9347325892
0.5303116418,0.08714402474,0.869823316
-0.3310572087,-0.4222487294,0.8509754313
-0.03944024993,0.5606548511,0.8682531995
0.4202810972,-0.3686801021,0.9106649256
-0.5806544037,-0.02874126556,0.909641251
0.4324755845,0.3654965065,0.9061385235
-0.08910999018,-0.580377775,0.9023403847
-0.3244250884,0.5355399095,0.9209966664
0.5582602279,-0.1023669802,0.8594492399
-0.4782269122,-0.2984453732,0.8331168054
0.1535010722,0.5643515989,0.846546225
0.2945260529,-0.5553666788,0.8665508798
-0.6545445423,0.222167701,0.8814199164
0.5482171616,0.2135378595,0.8631770683
-0.2597918597,-0.5291831888,0.8368521012
-0.1649182752,0.5901969074,0.8487556152
0.5233784777,-0.2970439566,0.8723967976
-0.5937750309,-0.1389688221,0.8492770462
0.3481683351,0.533661313,0.8608627229
0.1335282706,-0.6700702614,0.8767347558
-0.6176962973,0.4172352892,0.8861630845
0.6116458976,0.01887227293,0.8396333179
-0.4301610091,-0.4197838678,0.7997386543
0.03464235318,0.6127334197,0.8066137325
0.4100413435,-0.5033503131,0.8239193526
-0.6965597598,0.1036700901,0.838806611
0.534928148,0.3448684727,0.8681097414
-0.1680187146,-0.623802545,0.8395471428
-0.2964558275,0.603415344,0.8469936987
0.6105714538,-0.1944942489,0.8400321346
-0.5771923173,-0.2638003471,0.7975496215
0.2495426781,0.5987771621,0.8014538656
0.2417694276,-0.6392914997,0.8158353256
-0.6639083783,0.3184670229,0.8279923678
0.6366988327,0.1557914528,0.830334062
-0.3558631268,-0.5381773032,0.7816660177
-0.1009135129,0.6472117951,0.7828526741
0.5314394635,-0.4338781481,0.7963885883
-0.6798706735,-0.08015554467,0.8322320149
0.4514830397,0.5488954185,0.8352924372
-0.06227236106,-0.6988810599,0.8591054096
-0.424368929,0.5994222698,0.8630074431
0.6750542179,-0.06688593004,0.8160971455
-0.5311045064,-0.3954736565,0.7581160996
0.1250414265,0.6537938092,0.7550611109
0.3646611584,-0.5868398206,0.7671146783
-0.7094713569,0.1944653925,0.780169089
0.6305297862,0.2993365499,0.8326239151
-0.2598549798,-0.6454978884,0.7804458572
-0.2442935154,0.665468566,0.7768828936
0.6509286311,-0.3516390128,0.7854574998
-0.6702639652,-0.2120807834,0.7733758723
0.3530833815,0.621181207,0.7683183294
0.1777282626,-0.7223599174,0.7762107531
-0.6673419114,0.4221949304,0.7839079014
0.7115372868,0.07837837323,0.8025552035
-0.4575965624,-0.5258521418,0.7338168915
-0.0181968238,0.6952495827,0.7246676982
0.4951685663,-0.515734834,0.7333419454
-0.7519733577,0.05234583612,0.7450273624
0.6368857834,0.4995866043,0.7514375802
-0.1480379639,-0.7343489191,0.7965408803
-0.3861374888,0.6662290175,0.7891813118
0.7201722668,-0.1649996432,0.7993500345
-0.630227269,-0.3528671383,0.7263242656
0.2267064398,0.6840431566,0.7138437714
0.3057223208,-0.6724914448,0.7199137193
-0.7164128127,0.2963750409,0.7296357551
0.7165014406,0.2327383854,0.8007125875
-0.3605156328,-0.646843969,0.7265384156
-0.1717978539,0.7205299955,0.7122513356
0.6257269568,-0.4302053447,0.7163495613
-0.789180886,-0.09957135907,0.7241089288
0.4594431175,0.6324110828,0.746680196
0.1063152399,-0.8019248917,0.7472656969
-0.6658233429,0.5287561102,0.748831849
0.7711335383,-0.01431728518,0.7804340111
-0.5611599111,-0.4945974448,0.6941739909
0.07885346998,0.7338166144,0.6751244399
0.4436481686,-0.6023878173,0.6783384504
-0.7630069885,0.149665858,0.6878548377
0.7031887198,0.4301082334,0.6947390015
-0.2452467343,-0.7508426833,0.7371182293
-0.3266197051,0.7280038492,0.7186841946
0.7486609287,-0.3354479084,0.716940103
-0.724272915,-0.2951237669,0.7045547043
0.3351290273,0.7036769466,0.6831723457
0.236701682,-0.7574646883,0.6825204473
-0.7180765769,0.4049849261,0.6873854125
0.8442025038,0.2117904458,0.6892557848
-0.4662967273,-0.6291621181,0.6791440164
-0.08252361119,0.7675894498,0.6544902279
0.5841133421,-0.5158632034,0.653647018
-0.8048234979,-0.01001362924,0.6603870629
0.6227505014,0.5744041235,0.6656259847
-0.0858331833,-0.9000609785,0.6630705276
-0.4732712183,0.7171107353,0.7436887238
0.8141881072,-0.1182150202,0.7644528315
-0.6630865002,-0.4467466728,0.6634404473
0.186146711,0.7625649203,0.6349667933
0.3797864477,-0.6910113376,0.632073462
-0.7685980642,0.2571172564,0.6380706085
0.773771921,0.3504857139,0.6436127258
-0.3505197869,-0.7487205666,0.6824514627
-0.2484777017,0.7833661526,0.6532146384
0.7194122102,-0.4178158234,0.6470170375
-0.8398029045,-0.1737827086,0.6482212528
0.4461210587,0.7130222324,0.6630894533
0.160905,-0.8391881628,0.6549779353
-0.7151711925,0.5161800711,0.653457201
0.9141768243,0.1257832866,0.650107779
-0.5737424013,-0.593954851,0.6393627957
0.0200172869,0.8058538078,0.6047584201
0.5283524284,-0.6059515437,0.5984286189
-0.8150166656,0.09265707756,0.6030000052
0.6919902867,0.5004230748,0.6087411665
-0.1849363632,-0.8841253954,0.6089103995
-0.4095777597,0.7801835252,0.6714402614
0.8419671003,-0.3139490592,0.6585724805
-0.7602231052,-0.3847463737,0.6420987517
0.2997327998,0.7813572944,0.6047039017
0.306491608,-0.7789687534,0.5950217102
-0.7692336392,0.3708240144,0.5960765453
0.8464626458,0.2639487093,0.5983621517
-0.460581901,-0.7286789548,0.6339358444
-0.1545399233,0.8311689604,0.5942407022
0.6746829996,-0.5068553382,0.5831561914
-0.855146014,-0.07972848058,0.5834957877
0.603373011,0.6538954633,0.5856341796
-0.01493513321,-0.9349653515,0.5829060007
-0.7084497522,0.626090519,0.6277123759
0.8942354522,-0.05857665614,0.7347405145
-0.6796071169,-0.54299346,0.6080533518
0.1322731759,0.8347760673,0.5639594596
0.4608598914,-0.6978979446,0.5515346604
-0.8200256064,0.2049593186,0.55265735
0.7653007205,0.4167835705,0.55717386
-0.2938049382,-0.8649122897,0.5580507556
-0.3280992406,0.8371232191,0.6040028268
0.8110004296,-0.3992218834,0.5867972873
-0.8871107223,-0.2506974975,0.5800091583
0.4157712815,0.7902944058,0.5845844857
0.2267050786,-0.8638067574,0.5674143556
-0.7654855703,0.4870084117,0.5620676921
0.9191740078,0.1736879221,0.5591340433
-0.5722465095,-0.6917939376,0.592735709
