model,true_sphere_distance,learned_distance
r2_gw,0.7901615500450134,0.5163569450378418
r2_gw,0.9275129437446594,0.6519194841384888
r2_gw,0.6486135125160217,0.818120002746582
r2_gw,0.758497416973114,0.4150623679161072
r2_gw,0.41698503494262695,0.25380629301071167
r2_gw,0.8036401271820068,0.4836961627006531
r2_gw,0.7563620209693909,0.6936659216880798
r2_gw,0.5304141640663147,0.2380327433347702
r2_gw,0.826288104057312,0.7098532319068909
r2_gw,0.303123414516449,0.07501993328332901
r2_gw,0.8816644549369812,0.7023998498916626
r2_gw,0.5921974182128906,0.3689858019351959
r2_gw,0.5222426056861877,0.5144808292388916
r2_gw,0.3918378949165344,0.16260367631912231
r2_gw,0.90167635679245,0.6373791098594666
r2_gw,0.24577055871486664,0.4932014048099518
r2_gw,0.6743082404136658,0.4639725387096405
r2_gw,0.6545655727386475,0.4283217787742615
r2_gw,0.2017717808485031,0.12252740561962128
r2_gw,0.5519483685493469,0.35893651843070984
r2_gw,0.9436876177787781,0.5241290330886841
r2_gw,0.6052635908126831,0.2869907021522522
r2_gw,0.7772889137268066,0.834629237651825
r2_gw,0.9808043837547302,0.6200906038284302
r2_gw,0.937053918838501,0.6306526064872742
r2_gw,0.7095109224319458,0.7325398325920105
r2_gw,0.7556381225585938,0.5350388884544373
r2_gw,0.6179144382476807,0.19203923642635345
r2_gw,0.1254817545413971,0.031446319073438644
r2_gw,0.8162168264389038,0.48313337564468384
r2_gw,0.6734923124313354,0.4529406428337097
r2_gw,0.35079848766326904,0.13299325108528137
r2_gw,0.43301647901535034,0.33845359086990356
r2_gw,0.8016284704208374,0.610203206539154
r2_gw,0.032080113887786865,0.027880175039172173
r2_gw,0.17784316837787628,0.07582247257232666
r2_gw,0.7858989238739014,0.21993033587932587
r2_gw,0.8199968338012695,0.5750206112861633
r2_gw,0.6961170434951782,0.6555196642875671
r2_gw,0.6268657445907593,0.46847790479660034
r2_gw,0.6015089154243469,0.3566882312297821
r2_gw,0.6590404510498047,0.6057568788528442
r2_gw,0.5576497316360474,0.044770028442144394
r2_gw,0.9380885362625122,0.6565908789634705
r2_gw,0.5898505449295044,0.4552290439605713
r2_gw,0.6826149225234985,0.27485907077789307
r2_gw,0.9743775129318237,0.6569700837135315
r2_gw,0.9324601888656616,0.6357405185699463
r2_gw,0.8625314235687256,0.7396529912948608
r2_gw,0.9274582862854004,0.6624733805656433
r2_gw,0.6206826567649841,0.4617171287536621
r2_gw,0.8818328380584717,0.7611843347549438
r2_gw,0.34814730286598206,0.1348404735326767
r2_gw,0.5127480030059814,0.40322285890579224
r2_gw,0.7849230766296387,0.6655797362327576
r2_gw,0.9591078758239746,0.7415085434913635
r2_gw,0.12459450960159302,0.06728377938270569
r2_gw,0.21070100367069244,0.5735902786254883
r2_gw,0.631356954574585,0.60395747423172
r2_gw,0.8814675807952881,0.6945294737815857
r2_gw,0.33623188734054565,0.22501304745674133
r2_gw,0.7630107998847961,0.3407706022262573
