charts,hidden_width,training_steps,fm_validation_loss,latent_W2,geometric_W2_floor,orthogonal_coupling_upper,triangle_upper
8,0,0,,0.7832640199,0.0341678397,0.7840089069,0.8174318596
8,4,6000,0.3580658135,0.06344166293,0.0341678397,0.07205751775,0.09760950263
8,16,6000,0.3521964886,0.05595495674,0.0341678397,0.06556217243,0.09012279644
8,64,6000,0.3480087171,0.04406781473,0.0341678397,0.05576211586,0.07823565443
